Cycle start time,Cycle end time,Cycle timezone,Question text,Answered yes,Notes
2021-09-21 20:48:12,2021-09-22 22:08:15,UTC-07:00,Experienced stress?,true,
2021-09-21 20:48:12,2021-09-22 22:08:15,UTC-07:00,Worked late?,false,
2021-09-21 20:48:12,2021-09-22 22:08:15,UTC-07:00,Consumed protein?,true,
2021-09-21 20:48:12,2021-09-22 22:08:15,UTC-07:00,Took a multivitamin?,true,
2021-09-21 20:48:12,2021-09-22 22:08:15,UTC-07:00,Engaged in sexual activity?,false,
2021-09-21 20:48:12,2021-09-22 22:08:15,UTC-07:00,Masturbated?,true,
2021-09-21 20:48:12,2021-09-22 22:08:15,UTC-07:00,Ate food close to bedtime?,false,
2021-09-21 20:48:12,2021-09-22 22:08:15,UTC-07:00,Meditated?,false,
2021-09-21 20:48:12,2021-09-22 22:08:15,UTC-07:00,Felt emotionally and mentally stable?,true,
2021-09-21 20:48:12,2021-09-22 22:08:15,UTC-07:00,Consumed fats?,true,
2021-09-21 20:48:12,2021-09-22 22:08:15,UTC-07:00,Took fish oil?,true,
2021-09-21 20:48:12,2021-09-22 22:08:15,UTC-07:00,Took a melatonin supplement?,true,
2021-09-20 22:13:22,2021-09-21 20:48:12,UTC-07:00,Consumed fats?,true,
2021-09-20 22:13:22,2021-09-21 20:48:12,UTC-07:00,Felt emotionally and mentally stable?,true,
2021-09-20 22:13:22,2021-09-21 20:48:12,UTC-07:00,Took fish oil?,true,
2021-09-20 22:13:22,2021-09-21 20:48:12,UTC-07:00,Took creatine?,true,
2021-09-20 22:13:22,2021-09-21 20:48:12,UTC-07:00,Commuted to work?,false,
2021-09-20 22:13:22,2021-09-21 20:48:12,UTC-07:00,Consumed dairy?,false,
2021-09-20 22:13:22,2021-09-21 20:48:12,UTC-07:00,Ate food close to bedtime?,false,
2021-09-20 22:13:22,2021-09-21 20:48:12,UTC-07:00,Have any alcoholic drinks?,false,
2021-09-20 22:13:22,2021-09-21 20:48:12,UTC-07:00,Consumed carbohydrates?,true,
2021-09-20 22:13:22,2021-09-21 20:48:12,UTC-07:00,Masturbated?,false,
2021-09-20 22:13:22,2021-09-21 20:48:12,UTC-07:00,Took fish oil?,true,
2021-09-20 22:13:22,2021-09-21 20:48:12,UTC-07:00,Commuted to work?,false,
2021-09-20 22:13:22,2021-09-21 20:48:12,UTC-07:00,Took creatine?,true,
2021-09-20 22:13:22,2021-09-21 20:48:12,UTC-07:00,Consumed carbohydrates?,true,
2021-09-20 22:13:22,2021-09-21 20:48:12,UTC-07:00,Consumed dairy?,false,
2021-09-20 22:13:22,2021-09-21 20:48:12,UTC-07:00,Have any alcoholic drinks?,false,
2021-09-20 22:13:22,2021-09-21 20:48:12,UTC-07:00,Felt emotionally and mentally stable?,true,
2021-09-20 22:13:22,2021-09-21 20:48:12,UTC-07:00,Consumed fats?,true,
2021-09-19 21:35:30,2021-09-20 22:13:22,UTC-07:00,Have any alcoholic drinks?,false,
2021-09-19 21:35:30,2021-09-20 22:13:22,UTC-07:00,Consumed carbohydrates?,true,
2021-09-19 21:35:30,2021-09-20 22:13:22,UTC-07:00,Commuted to work?,false,
2021-09-19 21:35:30,2021-09-20 22:13:22,UTC-07:00,Took creatine?,false,
2021-09-19 21:35:30,2021-09-20 22:13:22,UTC-07:00,Consumed dairy?,false,
2021-09-19 21:35:30,2021-09-20 22:13:22,UTC-07:00,Consumed protein?,true,
2021-09-19 21:35:30,2021-09-20 22:13:22,UTC-07:00,Engaged in sexual activity?,false,
2021-09-19 21:35:30,2021-09-20 22:13:22,UTC-07:00,Took a multivitamin?,false,
2021-09-19 21:35:30,2021-09-20 22:13:22,UTC-07:00,Experienced stress?,false,
2021-09-19 21:35:30,2021-09-20 22:13:22,UTC-07:00,Masturbated?,false,
2021-09-19 21:35:30,2021-09-20 22:13:22,UTC-07:00,Meditated?,false,
2021-09-19 21:35:30,2021-09-20 22:13:22,UTC-07:00,Took a melatonin supplement?,false,
2021-09-19 21:35:30,2021-09-20 22:13:22,UTC-07:00,Took vitamin D?,false,
2021-09-19 21:35:30,2021-09-20 22:13:22,UTC-07:00,Felt emotionally and mentally stable?,true,
2021-09-19 21:35:30,2021-09-20 22:13:22,UTC-07:00,Consumed fats?,true,
2021-09-19 21:35:30,2021-09-20 22:13:22,UTC-07:00,Took fish oil?,false,
2021-09-19 21:35:30,2021-09-20 22:13:22,UTC-07:00,Ate food close to bedtime?,false,
2021-09-19 21:35:30,2021-09-20 22:13:22,UTC-07:00,Worked late?,false,
2021-09-18 21:26:10,2021-09-19 21:35:30,UTC-07:00,Felt emotionally and mentally stable?,false,
2021-09-18 21:26:10,2021-09-19 21:35:30,UTC-07:00,Consumed fats?,true,
2021-09-18 21:26:10,2021-09-19 21:35:30,UTC-07:00,Consumed carbohydrates?,true,
2021-09-18 21:26:10,2021-09-19 21:35:30,UTC-07:00,Commuted to work?,false,
2021-09-18 21:26:10,2021-09-19 21:35:30,UTC-07:00,Took creatine?,false,
2021-09-18 21:26:10,2021-09-19 21:35:30,UTC-07:00,Consumed dairy?,false,
2021-09-18 21:26:10,2021-09-19 21:35:30,UTC-07:00,Took fish oil?,false,
2021-09-18 21:26:10,2021-09-19 21:35:30,UTC-07:00,Ate food close to bedtime?,false,
2021-09-18 21:26:10,2021-09-19 21:35:30,UTC-07:00,Masturbated?,true,
2021-09-18 21:26:10,2021-09-19 21:35:30,UTC-07:00,Experienced stress?,false,
2021-09-18 21:26:10,2021-09-19 21:35:30,UTC-07:00,Have any alcoholic drinks?,false,
2021-09-18 21:26:10,2021-09-19 21:35:30,UTC-07:00,Took vitamin D?,false,
2021-09-18 21:26:10,2021-09-19 21:35:30,UTC-07:00,Worked late?,false,
2021-09-18 21:26:10,2021-09-19 21:35:30,UTC-07:00,Meditated?,false,
2021-09-18 21:26:10,2021-09-19 21:35:30,UTC-07:00,Took a melatonin supplement?,false,
2021-09-18 21:26:10,2021-09-19 21:35:30,UTC-07:00,Took a multivitamin?,false,
2021-09-18 21:26:10,2021-09-19 21:35:30,UTC-07:00,Consumed protein?,true,
2021-09-18 21:26:10,2021-09-19 21:35:30,UTC-07:00,Engaged in sexual activity?,false,
2021-09-17 21:48:35,2021-09-18 21:26:10,UTC-07:00,Masturbated?,true,
2021-09-17 21:48:35,2021-09-18 21:26:10,UTC-07:00,Meditated?,false,
2021-09-17 21:48:35,2021-09-18 21:26:10,UTC-07:00,Took a melatonin supplement?,false,
2021-09-17 21:48:35,2021-09-18 21:26:10,UTC-07:00,Consumed dairy?,false,
2021-09-17 21:48:35,2021-09-18 21:26:10,UTC-07:00,Felt emotionally and mentally stable?,true,
2021-09-17 21:48:35,2021-09-18 21:26:10,UTC-07:00,Took creatine?,false,
2021-09-17 21:48:35,2021-09-18 21:26:10,UTC-07:00,Consumed fats?,true,
2021-09-17 21:48:35,2021-09-18 21:26:10,UTC-07:00,Have any alcoholic drinks?,false,
2021-09-17 21:48:35,2021-09-18 21:26:10,UTC-07:00,Consumed carbohydrates?,true,
2021-09-17 21:48:35,2021-09-18 21:26:10,UTC-07:00,Commuted to work?,false,
2021-09-17 21:48:35,2021-09-18 21:26:10,UTC-07:00,Took fish oil?,false,
2021-09-17 21:48:35,2021-09-18 21:26:10,UTC-07:00,Ate food close to bedtime?,false,
2021-09-17 21:48:35,2021-09-18 21:26:10,UTC-07:00,Took a multivitamin?,false,
2021-09-17 21:48:35,2021-09-18 21:26:10,UTC-07:00,Consumed protein?,true,
2021-09-17 21:48:35,2021-09-18 21:26:10,UTC-07:00,Took vitamin D?,false,
2021-09-17 21:48:35,2021-09-18 21:26:10,UTC-07:00,Worked late?,false,
2021-09-17 21:48:35,2021-09-18 21:26:10,UTC-07:00,Experienced stress?,false,
2021-09-17 21:48:35,2021-09-18 21:26:10,UTC-07:00,Engaged in sexual activity?,false,
2021-09-16 22:53:05,2021-09-17 21:48:35,UTC-07:00,Took a melatonin supplement?,false,
2021-09-16 22:53:05,2021-09-17 21:48:35,UTC-07:00,Took a multivitamin?,false,
2021-09-16 22:53:05,2021-09-17 21:48:35,UTC-07:00,Consumed protein?,true,
2021-09-16 22:53:05,2021-09-17 21:48:35,UTC-07:00,Masturbated?,false,
2021-09-16 22:53:05,2021-09-17 21:48:35,UTC-07:00,Meditated?,false,
2021-09-16 22:53:05,2021-09-17 21:48:35,UTC-07:00,Engaged in sexual activity?,false,
2021-09-16 22:53:05,2021-09-17 21:48:35,UTC-07:00,Felt emotionally and mentally stable?,false,
2021-09-16 22:53:05,2021-09-17 21:48:35,UTC-07:00,Consumed fats?,true,
2021-09-16 22:53:05,2021-09-17 21:48:35,UTC-07:00,Consumed dairy?,false,
2021-09-16 22:53:05,2021-09-17 21:48:35,UTC-07:00,Took fish oil?,false,
2021-09-16 22:53:05,2021-09-17 21:48:35,UTC-07:00,Ate food close to bedtime?,true,
2021-09-16 22:53:05,2021-09-17 21:48:35,UTC-07:00,Took creatine?,false,
2021-09-16 22:53:05,2021-09-17 21:48:35,UTC-07:00,Experienced stress?,false,
2021-09-16 22:53:05,2021-09-17 21:48:35,UTC-07:00,Have any alcoholic drinks?,false,
2021-09-16 22:53:05,2021-09-17 21:48:35,UTC-07:00,Consumed carbohydrates?,true,
2021-09-16 22:53:05,2021-09-17 21:48:35,UTC-07:00,Took vitamin D?,false,
2021-09-16 22:53:05,2021-09-17 21:48:35,UTC-07:00,Commuted to work?,false,
2021-09-16 22:53:05,2021-09-17 21:48:35,UTC-07:00,Worked late?,false,
2021-09-15 20:45:53,2021-09-16 22:53:05,UTC-07:00,Experienced stress?,false,
2021-09-15 20:45:53,2021-09-16 22:53:05,UTC-07:00,Took vitamin D?,false,
2021-09-15 20:45:53,2021-09-16 22:53:05,UTC-07:00,Worked late?,false,
2021-09-15 20:45:53,2021-09-16 22:53:05,UTC-07:00,Masturbated?,false,
2021-09-15 20:45:53,2021-09-16 22:53:05,UTC-07:00,Meditated?,false,
2021-09-15 20:45:53,2021-09-16 22:53:05,UTC-07:00,Ate food close to bedtime?,false,
2021-09-15 20:45:53,2021-09-16 22:53:05,UTC-07:00,Took a melatonin supplement?,false,
2021-09-15 20:45:53,2021-09-16 22:53:05,UTC-07:00,Felt emotionally and mentally stable?,false,
2021-09-15 20:45:53,2021-09-16 22:53:05,UTC-07:00,Consumed fats?,true,
2021-09-15 20:45:53,2021-09-16 22:53:05,UTC-07:00,Took fish oil?,false,
2021-09-15 20:45:53,2021-09-16 22:53:05,UTC-07:00,Took a multivitamin?,false,
2021-09-15 20:45:53,2021-09-16 22:53:05,UTC-07:00,Consumed carbohydrates?,true,
2021-09-15 20:45:53,2021-09-16 22:53:05,UTC-07:00,Commuted to work?,false,
2021-09-15 20:45:53,2021-09-16 22:53:05,UTC-07:00,Have any alcoholic drinks?,false,
2021-09-15 20:45:53,2021-09-16 22:53:05,UTC-07:00,Took creatine?,false,
2021-09-15 20:45:53,2021-09-16 22:53:05,UTC-07:00,Consumed dairy?,true,
2021-09-15 20:45:53,2021-09-16 22:53:05,UTC-07:00,Consumed protein?,true,
2021-09-15 20:45:53,2021-09-16 22:53:05,UTC-07:00,Engaged in sexual activity?,true,
2021-09-15 00:13:18,2021-09-15 20:45:53,UTC-07:00,Have any alcoholic drinks?,true,
2021-09-15 00:13:18,2021-09-15 20:45:53,UTC-07:00,Consumed carbohydrates?,true,
2021-09-15 00:13:18,2021-09-15 20:45:53,UTC-07:00,Commuted to work?,false,
2021-09-15 00:13:18,2021-09-15 20:45:53,UTC-07:00,Worked late?,true,
2021-09-15 00:13:18,2021-09-15 20:45:53,UTC-07:00,Engaged in sexual activity?,false,
2021-09-15 00:13:18,2021-09-15 20:45:53,UTC-07:00,Experienced stress?,false,
2021-09-15 00:13:18,2021-09-15 20:45:53,UTC-07:00,Took vitamin D?,false,
2021-09-15 00:13:18,2021-09-15 20:45:53,UTC-07:00,Took creatine?,false,
2021-09-15 00:13:18,2021-09-15 20:45:53,UTC-07:00,Consumed dairy?,false,
2021-09-15 00:13:18,2021-09-15 20:45:53,UTC-07:00,Consumed protein?,true,
2021-09-15 00:13:18,2021-09-15 20:45:53,UTC-07:00,Felt emotionally and mentally stable?,true,
2021-09-15 00:13:18,2021-09-15 20:45:53,UTC-07:00,Consumed fats?,true,
2021-09-15 00:13:18,2021-09-15 20:45:53,UTC-07:00,Took fish oil?,false,
2021-09-15 00:13:18,2021-09-15 20:45:53,UTC-07:00,Ate food close to bedtime?,true,
2021-09-15 00:13:18,2021-09-15 20:45:53,UTC-07:00,Masturbated?,true,
2021-09-15 00:13:18,2021-09-15 20:45:53,UTC-07:00,Took a multivitamin?,false,
2021-09-15 00:13:18,2021-09-15 20:45:53,UTC-07:00,Meditated?,false,
2021-09-15 00:13:18,2021-09-15 20:45:53,UTC-07:00,Took a melatonin supplement?,false,
2021-09-13 22:12:30,2021-09-15 00:13:18,UTC-07:00,Felt emotionally and mentally stable?,true,
2021-09-13 22:12:30,2021-09-15 00:13:18,UTC-07:00,Have any alcoholic drinks?,true,
2021-09-13 22:12:30,2021-09-15 00:13:18,UTC-07:00,Consumed carbohydrates?,true,
2021-09-13 22:12:30,2021-09-15 00:13:18,UTC-07:00,Commuted to work?,false,
2021-09-13 22:12:30,2021-09-15 00:13:18,UTC-07:00,Took creatine?,false,
2021-09-13 22:12:30,2021-09-15 00:13:18,UTC-07:00,Consumed dairy?,false,
2021-09-13 22:12:30,2021-09-15 00:13:18,UTC-07:00,Consumed fats?,true,
2021-09-13 22:12:30,2021-09-15 00:13:18,UTC-07:00,Took fish oil?,false,
2021-09-13 22:12:30,2021-09-15 00:13:18,UTC-07:00,Ate food close to bedtime?,false,
2021-09-13 22:12:30,2021-09-15 00:13:18,UTC-07:00,Worked late?,false,
2021-09-13 22:12:30,2021-09-15 00:13:18,UTC-07:00,Took a multivitamin?,false,
2021-09-13 22:12:30,2021-09-15 00:13:18,UTC-07:00,Consumed protein?,true,
2021-09-13 22:12:30,2021-09-15 00:13:18,UTC-07:00,Took a melatonin supplement?,false,
2021-09-13 22:12:30,2021-09-15 00:13:18,UTC-07:00,Engaged in sexual activity?,false,
2021-09-13 22:12:30,2021-09-15 00:13:18,UTC-07:00,Masturbated?,false,
2021-09-13 22:12:30,2021-09-15 00:13:18,UTC-07:00,Meditated?,false,
2021-09-13 22:12:30,2021-09-15 00:13:18,UTC-07:00,Experienced stress?,false,
2021-09-13 22:12:30,2021-09-15 00:13:18,UTC-07:00,Took vitamin D?,false,
2021-09-11 21:31:58,2021-09-12 21:44:52,UTC-07:00,Took fish oil?,false,
2021-09-11 21:31:58,2021-09-12 21:44:52,UTC-07:00,Felt emotionally and mentally stable?,false,
2021-09-11 21:31:58,2021-09-12 21:44:52,UTC-07:00,Consumed fats?,true,
2021-09-11 21:31:58,2021-09-12 21:44:52,UTC-07:00,Ate food close to bedtime?,false,
2021-09-11 21:31:58,2021-09-12 21:44:52,UTC-07:00,Consumed carbohydrates?,true,
2021-09-11 21:31:58,2021-09-12 21:44:52,UTC-07:00,Commuted to work?,false,
2021-09-11 21:31:58,2021-09-12 21:44:52,UTC-07:00,Have any alcoholic drinks?,false,
2021-09-11 21:31:58,2021-09-12 21:44:52,UTC-07:00,Took creatine?,false,
2021-09-11 21:31:58,2021-09-12 21:44:52,UTC-07:00,Consumed dairy?,false,
2021-09-11 21:31:58,2021-09-12 21:44:52,UTC-07:00,Masturbated?,true,
2021-09-11 21:31:58,2021-09-12 21:44:52,UTC-07:00,Meditated?,false,
2021-09-11 21:31:58,2021-09-12 21:44:52,UTC-07:00,Experienced stress?,false,
2021-09-11 21:31:58,2021-09-12 21:44:52,UTC-07:00,Took vitamin D?,false,
2021-09-11 21:31:58,2021-09-12 21:44:52,UTC-07:00,Engaged in sexual activity?,false,
2021-09-11 21:31:58,2021-09-12 21:44:52,UTC-07:00,Worked late?,false,
2021-09-11 21:31:58,2021-09-12 21:44:52,UTC-07:00,Took a multivitamin?,false,
2021-09-11 21:31:58,2021-09-12 21:44:52,UTC-07:00,Consumed protein?,true,
2021-09-11 21:31:58,2021-09-12 21:44:52,UTC-07:00,Took a melatonin supplement?,false,
2021-09-10 22:22:32,2021-09-11 21:31:58,UTC-07:00,Took a melatonin supplement?,false,
2021-09-10 22:22:32,2021-09-11 21:31:58,UTC-07:00,Took a multivitamin?,false,
2021-09-10 22:22:32,2021-09-11 21:31:58,UTC-07:00,Consumed protein?,true,
2021-09-10 22:22:32,2021-09-11 21:31:58,UTC-07:00,Engaged in sexual activity?,false,
2021-09-10 22:22:32,2021-09-11 21:31:58,UTC-07:00,Felt emotionally and mentally stable?,true,
2021-09-10 22:22:32,2021-09-11 21:31:58,UTC-07:00,Consumed fats?,true,
2021-09-10 22:22:32,2021-09-11 21:31:58,UTC-07:00,Consumed dairy?,false,
2021-09-10 22:22:32,2021-09-11 21:31:58,UTC-07:00,Took fish oil?,false,
2021-09-10 22:22:32,2021-09-11 21:31:58,UTC-07:00,Consumed carbohydrates?,true,
2021-09-10 22:22:32,2021-09-11 21:31:58,UTC-07:00,Commuted to work?,false,
2021-09-10 22:22:32,2021-09-11 21:31:58,UTC-07:00,Took creatine?,false,
2021-09-10 22:22:32,2021-09-11 21:31:58,UTC-07:00,Ate food close to bedtime?,false,
2021-09-10 22:22:32,2021-09-11 21:31:58,UTC-07:00,Have any alcoholic drinks?,false,
2021-09-10 22:22:32,2021-09-11 21:31:58,UTC-07:00,Masturbated?,false,
2021-09-10 22:22:32,2021-09-11 21:31:58,UTC-07:00,Meditated?,false,
2021-09-10 22:22:32,2021-09-11 21:31:58,UTC-07:00,Experienced stress?,false,
2021-09-10 22:22:32,2021-09-11 21:31:58,UTC-07:00,Worked late?,false,
2021-09-10 22:22:32,2021-09-11 21:31:58,UTC-07:00,Took vitamin D?,false,
2021-09-09 22:19:39,2021-09-10 22:22:32,UTC-07:00,Consumed protein?,true,
2021-09-09 22:19:39,2021-09-10 22:22:32,UTC-07:00,Engaged in sexual activity?,false,
2021-09-09 22:19:39,2021-09-10 22:22:32,UTC-07:00,Took a multivitamin?,false,
2021-09-09 22:19:39,2021-09-10 22:22:32,UTC-07:00,Experienced stress?,false,
2021-09-09 22:19:39,2021-09-10 22:22:32,UTC-07:00,Masturbated?,true,
2021-09-09 22:19:39,2021-09-10 22:22:32,UTC-07:00,Meditated?,false,
2021-09-09 22:19:39,2021-09-10 22:22:32,UTC-07:00,Took a melatonin supplement?,false,
2021-09-09 22:19:39,2021-09-10 22:22:32,UTC-07:00,Took vitamin D?,false,
2021-09-09 22:19:39,2021-09-10 22:22:32,UTC-07:00,Took fish oil?,false,
2021-09-09 22:19:39,2021-09-10 22:22:32,UTC-07:00,Worked late?,false,
2021-09-09 22:19:39,2021-09-10 22:22:32,UTC-07:00,Ate food close to bedtime?,false,
2021-09-09 22:19:39,2021-09-10 22:22:32,UTC-07:00,Have any alcoholic drinks?,false,
2021-09-09 22:19:39,2021-09-10 22:22:32,UTC-07:00,Consumed carbohydrates?,true,
2021-09-09 22:19:39,2021-09-10 22:22:32,UTC-07:00,Commuted to work?,false,
2021-09-09 22:19:39,2021-09-10 22:22:32,UTC-07:00,Took creatine?,false,
2021-09-09 22:19:39,2021-09-10 22:22:32,UTC-07:00,Consumed dairy?,false,
2021-09-09 22:19:39,2021-09-10 22:22:32,UTC-07:00,Felt emotionally and mentally stable?,true,
2021-09-09 22:19:39,2021-09-10 22:22:32,UTC-07:00,Consumed fats?,true,
2021-09-08 22:10:12,2021-09-09 22:19:39,UTC-07:00,Have any alcoholic drinks?,false,
2021-09-08 22:10:12,2021-09-09 22:19:39,UTC-07:00,Consumed carbohydrates?,true,
2021-09-08 22:10:12,2021-09-09 22:19:39,UTC-07:00,Experienced stress?,false,
2021-09-08 22:10:12,2021-09-09 22:19:39,UTC-07:00,Took vitamin D?,false,
2021-09-08 22:10:12,2021-09-09 22:19:39,UTC-07:00,Engaged in sexual activity?,false,
2021-09-08 22:10:12,2021-09-09 22:19:39,UTC-07:00,Worked late?,false,
2021-09-08 22:10:12,2021-09-09 22:19:39,UTC-07:00,Consumed protein?,true,
2021-09-08 22:10:12,2021-09-09 22:19:39,UTC-07:00,Ate food close to bedtime?,false,
2021-09-08 22:10:12,2021-09-09 22:19:39,UTC-07:00,Masturbated?,false,
2021-09-08 22:10:12,2021-09-09 22:19:39,UTC-07:00,Took fish oil?,false,
2021-09-08 22:10:12,2021-09-09 22:19:39,UTC-07:00,Meditated?,false,
2021-09-08 22:10:12,2021-09-09 22:19:39,UTC-07:00,Consumed dairy?,false,
2021-09-08 22:10:12,2021-09-09 22:19:39,UTC-07:00,Felt emotionally and mentally stable?,true,
2021-09-08 22:10:12,2021-09-09 22:19:39,UTC-07:00,Consumed fats?,true,
2021-09-08 22:10:12,2021-09-09 22:19:39,UTC-07:00,Took a melatonin supplement?,false,
2021-09-08 22:10:12,2021-09-09 22:19:39,UTC-07:00,Commuted to work?,false,
2021-09-08 22:10:12,2021-09-09 22:19:39,UTC-07:00,Took a multivitamin?,false,
2021-09-08 22:10:12,2021-09-09 22:19:39,UTC-07:00,Took creatine?,false,
2021-09-07 21:29:03,2021-09-08 22:10:12,UTC-07:00,Consumed carbohydrates?,true,
2021-09-07 21:29:03,2021-09-08 22:10:12,UTC-07:00,Commuted to work?,false,
2021-09-07 21:29:03,2021-09-08 22:10:12,UTC-07:00,Have any alcoholic drinks?,false,
2021-09-07 21:29:03,2021-09-08 22:10:12,UTC-07:00,Took creatine?,false,
2021-09-07 21:29:03,2021-09-08 22:10:12,UTC-07:00,Consumed dairy?,false,
2021-09-07 21:29:03,2021-09-08 22:10:12,UTC-07:00,Experienced stress?,false,
2021-09-07 21:29:03,2021-09-08 22:10:12,UTC-07:00,Took vitamin D?,false,
2021-09-07 21:29:03,2021-09-08 22:10:12,UTC-07:00,Worked late?,false,
2021-09-07 21:29:03,2021-09-08 22:10:12,UTC-07:00,Took a melatonin supplement?,false,
2021-09-07 21:29:03,2021-09-08 22:10:12,UTC-07:00,Took a multivitamin?,false,
2021-09-07 21:29:03,2021-09-08 22:10:12,UTC-07:00,Meditated?,false,
2021-09-07 21:29:03,2021-09-08 22:10:12,UTC-07:00,Consumed protein?,true,
2021-09-07 21:29:03,2021-09-08 22:10:12,UTC-07:00,Ate food close to bedtime?,false,
2021-09-07 21:29:03,2021-09-08 22:10:12,UTC-07:00,Engaged in sexual activity?,false,
2021-09-07 21:29:03,2021-09-08 22:10:12,UTC-07:00,Masturbated?,false,
2021-09-07 21:29:03,2021-09-08 22:10:12,UTC-07:00,Felt emotionally and mentally stable?,false,
2021-09-07 21:29:03,2021-09-08 22:10:12,UTC-07:00,Consumed fats?,true,
2021-09-07 21:29:03,2021-09-08 22:10:12,UTC-07:00,Took fish oil?,false,
2021-09-06 22:16:05,2021-09-07 21:29:03,UTC-07:00,Took fish oil?,false,
2021-09-06 22:16:05,2021-09-07 21:29:03,UTC-07:00,Ate food close to bedtime?,false,
2021-09-06 22:16:05,2021-09-07 21:29:03,UTC-07:00,Consumed carbohydrates?,true,
2021-09-06 22:16:05,2021-09-07 21:29:03,UTC-07:00,Commuted to work?,false,
2021-09-06 22:16:05,2021-09-07 21:29:03,UTC-07:00,Have any alcoholic drinks?,false,
2021-09-06 22:16:05,2021-09-07 21:29:03,UTC-07:00,Took creatine?,false,
2021-09-06 22:16:05,2021-09-07 21:29:03,UTC-07:00,Consumed dairy?,false,
2021-09-06 22:16:05,2021-09-07 21:29:03,UTC-07:00,Felt emotionally and mentally stable?,true,
2021-09-06 22:16:05,2021-09-07 21:29:03,UTC-07:00,Consumed protein?,true,
2021-09-06 22:16:05,2021-09-07 21:29:03,UTC-07:00,Engaged in sexual activity?,false,
2021-09-06 22:16:05,2021-09-07 21:29:03,UTC-07:00,Experienced stress?,false,
2021-09-06 22:16:05,2021-09-07 21:29:03,UTC-07:00,Took a melatonin supplement?,false,
2021-09-06 22:16:05,2021-09-07 21:29:03,UTC-07:00,Took a multivitamin?,false,
2021-09-06 22:16:05,2021-09-07 21:29:03,UTC-07:00,Took vitamin D?,false,
2021-09-06 22:16:05,2021-09-07 21:29:03,UTC-07:00,Consumed fats?,true,
2021-09-06 22:16:05,2021-09-07 21:29:03,UTC-07:00,Masturbated?,true,
2021-09-06 22:16:05,2021-09-07 21:29:03,UTC-07:00,Meditated?,false,
2021-09-06 22:16:05,2021-09-07 21:29:03,UTC-07:00,Worked late?,false,
2021-09-05 22:10:45,2021-09-06 22:16:05,UTC-07:00,Ate food close to bedtime?,false,
2021-09-05 22:10:45,2021-09-06 22:16:05,UTC-07:00,Masturbated?,true,
2021-09-05 22:10:45,2021-09-06 22:16:05,UTC-07:00,Took fish oil?,false,
2021-09-05 22:10:45,2021-09-06 22:16:05,UTC-07:00,Meditated?,false,
2021-09-05 22:10:45,2021-09-06 22:16:05,UTC-07:00,Consumed dairy?,false,
2021-09-05 22:10:45,2021-09-06 22:16:05,UTC-07:00,Felt emotionally and mentally stable?,true,
2021-09-05 22:10:45,2021-09-06 22:16:05,UTC-07:00,Consumed fats?,true,
2021-09-05 22:10:45,2021-09-06 22:16:05,UTC-07:00,Took a melatonin supplement?,false,
2021-09-05 22:10:45,2021-09-06 22:16:05,UTC-07:00,Took creatine?,false,
2021-09-05 22:10:45,2021-09-06 22:16:05,UTC-07:00,Took a multivitamin?,false,
2021-09-05 22:10:45,2021-09-06 22:16:05,UTC-07:00,Took vitamin D?,false,
2021-09-05 22:10:45,2021-09-06 22:16:05,UTC-07:00,Worked late?,false,
2021-09-05 22:10:45,2021-09-06 22:16:05,UTC-07:00,Experienced stress?,false,
2021-09-05 22:10:45,2021-09-06 22:16:05,UTC-07:00,Consumed protein?,true,
2021-09-05 22:10:45,2021-09-06 22:16:05,UTC-07:00,Engaged in sexual activity?,false,
2021-09-05 22:10:45,2021-09-06 22:16:05,UTC-07:00,Have any alcoholic drinks?,false,
2021-09-05 22:10:45,2021-09-06 22:16:05,UTC-07:00,Consumed carbohydrates?,true,
2021-09-05 22:10:45,2021-09-06 22:16:05,UTC-07:00,Commuted to work?,false,
2021-09-04 22:50:08,2021-09-05 22:10:45,UTC-07:00,Took a multivitamin?,false,
2021-09-04 22:50:08,2021-09-05 22:10:45,UTC-07:00,Consumed protein?,true,
2021-09-04 22:50:08,2021-09-05 22:10:45,UTC-07:00,Took a melatonin supplement?,false,
2021-09-04 22:50:08,2021-09-05 22:10:45,UTC-07:00,Engaged in sexual activity?,false,
2021-09-04 22:50:08,2021-09-05 22:10:45,UTC-07:00,Experienced stress?,false,
2021-09-04 22:50:08,2021-09-05 22:10:45,UTC-07:00,Took vitamin D?,false,
2021-09-04 22:50:08,2021-09-05 22:10:45,UTC-07:00,Consumed fats?,true,
2021-09-04 22:50:08,2021-09-05 22:10:45,UTC-07:00,Took fish oil?,false,
2021-09-04 22:50:08,2021-09-05 22:10:45,UTC-07:00,Felt emotionally and mentally stable?,true,
2021-09-04 22:50:08,2021-09-05 22:10:45,UTC-07:00,Ate food close to bedtime?,false,
2021-09-04 22:50:08,2021-09-05 22:10:45,UTC-07:00,Commuted to work?,false,
2021-09-04 22:50:08,2021-09-05 22:10:45,UTC-07:00,Took creatine?,false,
2021-09-04 22:50:08,2021-09-05 22:10:45,UTC-07:00,Consumed dairy?,false,
2021-09-04 22:50:08,2021-09-05 22:10:45,UTC-07:00,Masturbated?,true,
2021-09-04 22:50:08,2021-09-05 22:10:45,UTC-07:00,Have any alcoholic drinks?,false,
2021-09-04 22:50:08,2021-09-05 22:10:45,UTC-07:00,Consumed carbohydrates?,true,
2021-09-04 22:50:08,2021-09-05 22:10:45,UTC-07:00,Meditated?,true,
2021-09-04 22:50:08,2021-09-05 22:10:45,UTC-07:00,Worked late?,false,
