date,c2_workouts,c2_distance_m,c2_work_time_s,c2_avg_watts,c2_avg_hr,c2_total_cal,whoop_workouts,whoop_duration_min,whoop_activity_strain,whoop_energy_cal,whoop_avg_hr,whoop_max_hr,whoop_recovery_pct,whoop_rhr_bpm,whoop_hrv_ms,whoop_skin_temp_c,whoop_blood_oxygen_pct,whoop_day_strain,whoop_day_energy_cal,whoop_sleep_performance_pct,whoop_sleep_efficiency_pct,whoop_asleep_min,whoop_in_bed_min,whoop_light_sleep_min,whoop_deep_sleep_min,whoop_rem_sleep_min,whoop_awake_min,whoop_sleep_need_min,whoop_sleep_debt_min,apple_Body temperature(degF),apple_Event: High heart rate,apple_Event: Irregular heart rhythm,apple_Event: Low heart rate,apple_Heart rate(count/min),apple_Heart rate variability (SDNN)(ms),apple_Respiratory Rate(count/min),apple_Resting heart rate(count/min),apple_State of Mind(Valence),apple_Time REM(hr),apple_Time asleep(hr),apple_Time awake(hr),apple_Time core(hr),apple_Time deep(hr),apple_Time in bed(hr),apple_Time in daylight(min),apple_VO2 Max(mL/min·kg),apple_Walking asymmetry percentage(%),apple_Walking double support percentage(%),apple_Walking heart rate average(count/min),apple_Walking speed(mi/hr),apple_Walking steadiness(%),apple_Walking steadiness notification,apple_Walking step length(in),apple_Wrist temperature(degF)
2021-10-11,,,,,,,1.0,121.0,19.3,1685.0,150.0,178.0,59.0,43.0,46.0,,,5.0,1725.0,85.0,95.0,415.0,446.0,294.0,95.0,26.0,31.0,556.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-12,,,,,,,,,,,,,43.0,47.0,40.0,,,15.0,2574.0,100.0,82.0,489.0,522.0,267.0,108.0,114.0,33.0,572.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-13,,,,,,,1.0,70.0,14.9,872.0,143.0,156.0,81.0,44.0,53.0,,,15.4,2609.0,94.0,87.0,487.0,594.0,361.0,55.0,71.0,107.0,485.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-14,,,,,,,1.0,72.0,15.3,906.0,144.0,168.0,81.0,43.0,52.0,,,13.9,2261.0,100.0,95.0,454.0,529.0,280.0,109.0,65.0,75.0,485.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-15,,,,,,,1.0,42.0,13.8,568.0,147.0,181.0,79.0,43.0,54.0,,,17.2,2841.0,100.0,92.0,524.0,550.0,355.0,110.0,59.0,26.0,505.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-16,,,,,,,1.0,67.0,17.1,958.0,152.0,183.0,,,,,,,,,,552.0,599.0,395.0,121.0,36.0,47.0,478.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-17,,,,,,,1.0,66.0,16.7,952.0,153.0,181.0,66.5,50.0,56.5,,,8.65,2114.0,78.5,95.5,350.0,359.0,210.0,94.0,46.0,9.0,501.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-18,,,,,,,,,,,,,84.0,53.0,61.0,,,14.8,2348.0,100.0,89.0,493.0,540.0,302.0,110.0,81.0,47.0,565.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-19,,,,,,,1.0,32.0,14.6,507.0,160.0,181.0,89.0,51.0,62.0,,,13.3,2471.0,96.0,88.0,532.0,598.0,299.0,84.0,149.0,66.0,478.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-20,,,,,,,1.0,65.0,13.3,720.0,136.0,150.0,95.0,45.0,71.0,33.69,95.48,14.7,2469.0,86.0,95.0,464.0,527.0,272.0,86.0,106.0,63.0,484.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-21,,,,,,,1.0,65.0,14.6,815.0,143.0,160.0,90.0,48.0,72.0,34.3,96.85,16.3,2490.0,85.0,95.0,418.0,451.0,195.0,78.0,145.0,33.0,486.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-22,,,,,,,1.0,69.0,16.2,938.0,148.0,172.0,7.0,47.0,37.0,35.1,95.25,15.7,2842.0,16.0,100.0,439.0,469.0,291.0,65.0,83.0,30.0,514.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-23,,,,,,,1.0,71.0,15.6,910.0,146.0,172.0,,,,,,,,,,592.0,671.0,361.0,98.0,133.0,79.0,491.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-24,,,,,,,1.0,44.0,12.2,508.0,140.0,164.0,40.0,48.0,52.0,33.83,95.31,12.2,1860.0,81.5,92.5,333.0,376.0,236.0,60.0,37.0,43.0,420.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-25,,,,,,,,,,,,,34.0,50.0,42.0,34.6,95.78,15.4,2709.0,98.0,85.0,432.0,460.0,267.0,90.0,75.0,28.0,516.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-26,,,,,,,1.0,68.0,15.1,869.0,146.0,167.0,82.0,47.0,69.0,33.93,96.73,13.4,2310.0,67.0,94.0,472.0,557.0,267.0,108.0,97.0,85.0,484.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-27,,,,,,,1.0,54.0,13.4,647.0,143.0,176.0,53.0,50.0,57.0,,,4.0,1653.0,74.0,89.0,331.0,351.0,260.0,65.0,6.0,20.0,493.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-28,,,,,,,,,,,,,44.0,42.0,42.0,,,2.5,1348.0,94.0,95.0,408.0,460.0,164.0,99.0,145.0,52.0,549.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-29,,,,,,,,,,,,,,,,,,,,,,477.0,512.0,377.0,80.0,20.0,35.0,509.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-17,,,,,,,,,,,,,51.0,51.0,45.0,,,4.2,1670.0,99.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-18,,,,,,,,,,,,,81.0,50.0,61.0,,,4.1,1774.0,100.0,84.0,476.0,536.0,274.0,113.0,89.0,60.0,483.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-19,,,,,,,,,,,,,90.0,45.0,67.0,,,3.5,1775.0,100.0,94.0,477.0,565.0,226.0,92.0,159.0,88.0,453.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-20,,,,,,,,,,,,,84.0,57.0,63.0,,,5.5,1756.0,100.0,74.0,542.0,573.0,322.0,118.0,102.0,31.0,450.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-21,,,,,,,,,,,,,56.0,58.0,60.0,,,4.3,803.0,27.0,95.0,601.0,809.0,389.0,132.0,80.0,208.0,450.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-22,,,,,,,,,,,,,,,,,,,,,,348.0,419.0,200.0,82.0,66.0,71.0,515.0,63.5,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-30,,,,,,,,,,,,,64.0,45.0,52.0,34.0,95.85,3.2,997.5,82.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-01,,,,,,,,,,,,,73.0,45.0,57.0,33.9,96.03,2.0,1484.0,99.0,87.0,474.0,554.0,246.0,104.0,124.0,80.0,576.0,127.0,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-02,,,,,,,,,,,,,71.0,43.0,52.0,34.1,96.3,4.4,1777.0,100.0,91.0,496.0,575.0,340.0,83.0,73.0,79.0,502.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-03,,,,,,,,,,,,,64.0,45.0,49.0,33.9,96.0,4.0,1822.0,100.0,86.0,515.0,564.0,365.0,91.0,59.0,49.0,452.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-04,,,,,,,,,,,,,49.0,61.0,40.0,34.7,96.5,4.4,1096.0,100.0,94.0,484.0,562.0,311.0,101.0,72.0,78.0,451.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-05,,,,,,,,,,,,,,,,,,,,,,500.0,533.0,300.0,110.0,90.0,33.0,450.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-15,,,,,,,,,,,,,89.0,51.0,60.0,33.9,95.0,14.0,1102.5,94.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-16,,,,,,,1.0,35.0,13.9,513.0,155.0,177.0,98.0,49.0,91.0,34.27,97.09,14.3,2231.0,97.0,95.0,423.0,480.0,286.0,85.0,52.0,57.0,448.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-17,,,,,,,1.0,40.0,14.3,569.0,155.0,181.0,64.0,47.0,55.0,34.6,96.09,18.0,2734.0,100.0,94.0,478.0,501.0,318.0,79.0,81.0,23.0,492.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-18,,,,,,,1.0,72.0,17.9,1097.0,159.0,179.0,49.0,48.0,45.0,34.3,97.0,13.8,2248.0,100.0,88.0,494.0,537.0,340.0,97.0,57.0,43.0,487.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-19,,,,,,,1.0,37.0,13.6,519.0,151.0,171.0,61.0,45.0,53.0,33.1,97.65,15.5,2542.0,100.0,90.0,562.0,637.0,362.0,82.0,118.0,75.0,506.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-20,,,,,,,1.0,57.0,15.4,786.0,149.0,175.0,39.0,46.0,41.0,33.62,97.81,4.4,1721.0,87.0,83.0,564.0,631.0,327.0,117.0,120.0,67.0,477.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-21,,,,,,,,,,,,,63.0,43.0,53.0,33.8,97.81,14.2,2437.0,100.0,96.0,423.0,521.0,213.0,127.0,83.0,98.0,488.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-22,,,,,,,1.0,45.0,13.9,602.0,150.0,170.0,75.0,45.0,59.0,33.4,96.67,13.6,2201.0,94.0,92.0,518.0,538.0,294.0,156.0,68.0,20.0,480.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-23,,,,,,,1.0,44.0,13.6,569.0,148.0,172.0,59.0,45.0,49.0,34.01,96.05,14.6,2448.0,100.0,90.0,452.0,501.0,351.0,70.0,31.0,49.0,480.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-24,,,,,,,1.0,25.0,13.5,395.0,161.0,180.0,,,,,,,,,,500.0,556.0,274.0,128.0,98.0,56.0,490.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-25,,,,,,,,,,,,,43.0,46.0,45.0,34.019999999999996,96.31,9.75,2188.0,89.0,91.5,375.0,431.0,244.0,94.0,37.0,56.0,482.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-26,,,,,,,1.0,78.0,14.3,884.0,139.0,156.0,52.0,46.0,46.0,34.3,94.73,13.6,2295.0,100.0,93.0,534.0,563.0,388.0,71.0,75.0,29.0,500.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-27,,,,,,,1.0,30.0,12.5,407.0,149.0,171.0,62.0,44.0,47.0,34.18,95.98,4.9,1899.0,100.0,87.0,498.0,544.0,330.0,75.0,93.0,46.0,486.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-28,,,,,,,,,,,,,68.0,43.0,47.0,33.99,97.42,15.9,2403.0,97.0,85.0,533.0,611.0,346.0,116.0,71.0,78.0,476.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-29,,,,,,,2.0,106.0,19.799999999999997,844.0,116.5,172.0,68.0,44.0,48.0,34.0,95.64,6.0,1816.0,93.0,89.0,436.0,511.0,339.0,85.0,12.0,75.0,451.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-30,,,,,,,1.0,73.0,6.0,184.0,92.0,111.0,48.0,42.0,44.0,33.86,95.68,15.1,2538.0,100.0,84.0,464.0,532.0,333.0,101.0,30.0,68.0,500.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-31,,,,,,,1.0,58.0,15.0,738.0,145.0,171.0,76.0,45.0,49.0,33.7,96.09,16.5,2696.0,94.0,92.0,522.0,615.0,277.0,168.0,77.0,93.0,468.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-01,,,,,,,1.0,52.0,15.8,762.0,154.0,174.0,,,,,,,,,,457.0,494.0,301.0,80.0,76.0,37.0,485.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-02,,,,,,,,,,,,,58.5,45.0,46.5,33.99,95.78,10.4,2103.0,87.5,86.5,384.0,437.0,255.0,54.0,75.0,53.0,509.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-03,,,,,,,1.0,52.0,16.1,772.0,156.0,175.0,46.0,45.0,42.0,33.8,95.88,4.4,1761.0,100.0,93.0,520.0,607.0,350.0,140.0,30.0,87.0,506.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-04,,,,,,,,,,,,,1.0,120.0,30.0,,,12.4,1992.0,52.0,99.0,531.0,573.0,370.0,113.0,48.0,42.0,496.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-05,,,,,,,,,,,,,46.0,120.0,41.0,,,14.6,2585.0,100.0,99.0,704.0,776.0,516.0,94.0,94.0,72.0,451.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-06,,,,,,,1.0,48.0,13.7,547.0,133.0,171.0,69.0,46.0,48.0,34.29,95.93,10.8,2185.0,100.0,89.0,823.0,826.0,823.0,0.0,0.0,3.0,234.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-07,,,,,,,1.0,29.0,10.4,350.0,139.0,152.0,61.0,43.0,44.0,34.1,97.43,1.4,1593.0,100.0,92.0,488.0,551.0,369.0,89.0,30.0,63.0,482.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-08,,,,,,,,,,,,,87.0,42.0,53.0,34.3,97.33,4.7,1881.0,100.0,84.0,502.0,542.0,342.0,120.0,40.0,40.0,462.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-09,,,,,,,,,,,,,95.0,42.0,58.0,33.8,98.54,16.0,2473.0,97.0,85.0,541.0,637.0,301.0,133.0,107.0,96.0,449.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-10,,,,,,,1.0,59.0,15.8,823.0,150.0,176.0,89.0,46.0,56.0,33.86,97.05,4.2,1951.0,98.0,87.0,435.0,514.0,240.0,95.0,100.0,79.0,451.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-11,,,,,,,,,,,,,,,,,,,,,,487.0,556.0,304.0,103.0,80.0,69.0,498.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-12,,,,,,,1.0,35.0,11.6,429.0,141.0,156.0,85.5,47.5,77.0,34.1,96.33000000000001,12.0,2161.5,93.5,92.5,416.0,455.0,171.0,82.0,163.0,39.0,456.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-13,,,,,,,1.0,59.0,12.3,590.0,146.0,167.0,94.0,47.0,84.0,34.55,95.21,8.9,1927.0,90.0,93.0,467.0,496.0,301.0,80.0,86.0,29.0,486.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-14,,,,,,,1.0,33.0,8.8,308.0,143.0,169.0,73.0,48.0,68.0,33.57,98.0,15.3,2633.0,100.0,87.0,431.0,459.0,292.0,79.0,60.0,28.0,478.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-15,,,,,,,1.0,57.0,15.3,788.0,149.0,167.0,50.0,45.0,56.0,33.7,97.29,13.2,2099.0,100.0,92.0,654.0,761.0,424.0,129.0,101.0,107.0,463.5,11.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-16,,,,,,,1.0,36.0,13.1,484.0,148.0,174.0,44.0,46.0,52.0,33.1,96.31,4.9,1787.0,98.0,93.0,341.0,377.0,235.0,64.0,42.0,36.0,311.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-17,,,,,,,,,,,,,42.0,43.0,47.0,34.0,97.46,4.5,1810.0,99.0,90.0,464.0,498.0,285.0,105.0,74.0,34.0,474.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-18,,,,,,,,,,,,,30.0,43.0,38.0,33.96,96.36,15.4,2672.0,88.0,90.0,454.0,511.0,312.0,90.0,52.0,57.0,457.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-19,,,,,,,1.0,76.0,15.3,939.0,144.0,155.0,39.0,45.0,43.0,33.73,94.63,15.5,2582.0,75.0,91.0,399.0,443.0,297.0,80.0,22.0,44.0,453.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-20,,,,,,,1.0,74.0,15.4,936.0,145.0,156.0,71.0,46.0,62.0,33.67,97.47,4.7,1757.0,80.0,95.0,384.0,426.0,261.0,94.0,29.0,42.0,514.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-21,,,,,,,,,,,,,60.0,41.0,51.0,34.21,97.12,12.3,2194.0,100.0,94.0,438.0,456.0,305.0,87.0,46.0,18.0,544.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-22,,,,,,,1.0,36.0,12.2,454.0,144.0,168.0,74.0,41.0,59.0,34.52,96.82,,1717.0,100.0,92.0,508.0,538.0,324.0,90.0,94.0,30.0,496.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-23,,,,,,,,,,,,,52.0,41.0,49.0,33.9,97.45,14.8,2619.0,97.0,88.0,512.0,570.0,364.0,93.0,55.0,58.0,469.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-24,,,,,,,1.0,75.0,14.6,878.0,140.0,173.0,94.0,45.0,100.0,34.1,96.56,4.3,1687.0,88.0,95.0,437.0,494.0,343.0,75.0,19.0,57.0,448.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-25,,,,,,,,,,,,,50.0,40.0,50.0,33.7,96.77,14.9,2595.0,92.0,84.0,435.0,460.0,305.0,54.0,76.0,25.0,492.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-26,,,,,,,1.0,63.0,14.8,800.0,144.0,166.0,59.0,46.0,61.0,,97.44,14.6,2090.0,84.0,95.0,437.0,519.0,281.0,91.0,65.0,82.0,477.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-27,,,,,,,1.0,32.0,14.5,506.0,159.0,175.0,52.0,43.0,54.0,34.09,97.53,12.0,2263.0,93.0,92.0,420.0,439.0,257.0,72.0,91.0,19.0,502.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-28,,,,,,,1.0,31.0,11.9,397.0,144.0,165.0,46.0,45.0,51.0,33.71,96.61,16.6,2734.0,86.0,88.0,480.0,523.0,341.0,97.0,42.0,36.0,518.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-29,,,,,,,1.0,73.0,16.5,991.0,149.0,170.0,,,,,,,,,,419.0,475.0,284.0,91.0,44.0,56.0,488.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-30,,,,,,,,,,,,,47.0,45.5,50.0,33.95,96.82,10.0,2202.0,80.0,90.0,348.0,365.0,220.0,60.0,68.0,17.0,527.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-31,,,,,,,1.0,74.0,14.8,893.0,140.0,176.0,,,,,,,,,,495.0,581.0,302.0,109.0,84.0,86.0,527.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01,,,,,,,,,,,,,53.0,44.0,56.0,34.22,97.36500000000001,10.350000000000001,2079.5,72.5,93.5,301.0,317.0,216.0,69.0,16.0,16.0,503.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-02,,,,,,,1.0,57.0,15.7,790.0,150.0,174.0,76.0,42.0,65.0,34.2,97.68,12.4,2257.0,86.0,93.0,458.0,493.0,343.0,67.0,48.0,35.0,541.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-03,,,,,,,1.0,35.0,12.4,450.0,144.0,165.0,59.0,44.0,58.0,33.71,97.0,13.5,2282.0,71.0,91.0,459.0,492.0,319.0,67.0,73.0,33.0,534.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-04,,,,,,,1.0,38.0,13.0,480.0,144.0,176.0,57.0,43.0,59.0,33.5,96.88,4.4,1576.0,76.0,95.0,364.0,397.0,257.0,64.0,43.0,33.0,510.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-05,,,,,,,1.0,12.0,4.0,20.0,74.0,114.0,53.0,41.0,55.0,34.5,97.73,4.2,1816.0,100.0,88.0,409.0,429.0,265.0,66.0,78.0,20.0,540.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-06,,,,,,,,,,,,,52.0,44.0,55.0,33.8,95.29,14.9,2439.0,100.0,92.0,596.0,677.0,434.0,102.0,60.0,81.0,504.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-07,,,,,,,1.0,45.0,14.1,603.0,148.0,174.0,39.0,49.0,72.0,35.8,100.0,4.0,1777.0,13.0,94.0,465.0,506.0,351.0,80.0,34.0,41.0,450.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-08,,,,,,,,,,,,,45.0,42.0,48.0,33.4,95.89,4.4,1821.0,100.0,89.0,494.0,550.0,336.0,94.0,64.0,54.0,482.5,15.5,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-09,,,,,,,2.0,44.0,4.2,71.0,66.0,116.0,36.0,43.0,45.0,34.44,96.0,17.2,2568.0,84.0,96.0,461.0,514.0,308.0,109.0,44.0,53.0,419.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,,,,,,,1.0,51.0,16.8,806.0,159.0,178.0,27.0,47.0,62.0,,,16.5,2561.0,11.0,70.0,379.0,397.0,273.0,83.0,23.0,18.0,450.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11,,,,,,,1.0,59.0,16.3,850.0,153.0,171.0,54.0,42.0,53.0,34.1,97.45,15.0,2638.0,100.0,94.0,469.0,536.0,347.0,99.0,23.0,67.0,541.5,43.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,,,,,,,1.0,71.0,14.8,870.0,142.0,155.0,58.0,44.0,52.0,33.92,96.88,13.4,2230.0,93.0,87.0,557.0,591.0,402.0,116.0,39.0,34.0,489.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-13,,,,,,,1.0,45.0,13.3,575.0,143.0,159.0,80.0,43.0,60.0,33.6,96.31,16.1,2632.0,68.0,91.0,452.0,526.0,337.0,69.0,46.0,74.0,484.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-14,,,,,,,1.0,65.0,15.8,880.0,148.0,161.0,81.0,44.0,61.0,33.1,95.95,4.0,1662.0,79.0,95.0,334.0,365.0,253.0,40.0,41.0,31.0,495.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-15,,,,,,,,,,,,,45.0,43.0,44.0,33.9,97.67,15.3,2390.0,89.0,87.0,444.0,467.0,288.0,69.0,87.0,23.0,564.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-16,,,,,,,1.0,53.0,15.1,729.0,149.0,173.0,75.0,45.0,58.0,33.87,96.82,9.0,2106.0,80.0,95.0,444.0,508.0,314.0,70.0,60.0,64.0,497.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-17,,,,,,,1.0,33.0,8.9,318.0,128.0,141.0,65.0,43.0,54.0,33.61,95.61,15.8,2764.0,81.0,87.0,417.0,443.0,330.0,45.0,42.0,26.0,518.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-18,,,,,,,1.0,70.0,15.6,902.0,145.0,166.0,,,,,,,,,,407.0,465.0,232.0,101.0,74.0,58.0,502.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-19,,,,,,,2.0,53.0,21.700000000000003,827.0,144.5,178.0,82.5,42.0,60.5,34.39,96.58500000000001,14.25,2323.5,79.5,95.0,419.0,432.0,219.0,155.0,45.0,13.0,533.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20,,,,,,,1.0,47.0,11.1,462.0,129.0,176.0,86.0,45.0,78.0,34.17,96.46,5.1,1728.0,68.0,93.0,440.0,466.0,317.0,75.0,48.0,26.0,548.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-21,,,,,,,,,,,,,40.0,42.0,45.0,33.28,97.44,4.1,1722.0,75.0,91.0,346.0,368.0,251.0,54.0,41.0,22.0,509.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-22,,,,,,,,,,,,,41.0,42.0,50.0,33.2,96.78,13.6,2559.0,89.0,88.0,393.0,443.0,270.0,85.0,38.0,50.0,523.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-23,,,,,,,1.0,56.0,13.5,663.0,139.0,164.0,66.0,43.0,60.0,33.59,97.93,4.4,1747.0,70.0,92.0,450.0,510.0,279.0,73.0,98.0,60.0,506.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-24,,,,,,,,,,,,,37.0,46.0,49.0,33.9,96.83,4.5,1590.0,69.0,87.0,355.0,383.0,210.0,101.0,44.0,28.0,508.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-25,,,,,,,,,,,,,58.0,42.0,50.0,34.2,95.54,19.8,3545.0,98.0,85.0,359.0,413.0,135.0,100.0,124.0,54.0,518.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-26,,,,,,,1.0,113.0,19.6,1657.0,154.0,187.0,85.0,46.0,80.0,34.3,96.28,4.1,1822.0,77.0,87.0,508.0,593.0,425.0,63.0,20.0,85.0,520.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-27,,,,,,,,,,,,,,,,,,,,,,402.0,457.0,211.0,80.0,111.0,55.0,524.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-28,,,,,,,,,,,,,43.0,45.0,45.0,34.0,96.97,3.1500000000000004,1566.5,65.0,93.0,235.0,258.0,167.0,68.0,0.0,23.0,502.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01,,,,,,,,,,,,,,,,,,,,,,474.0,514.0,305.0,119.0,50.0,40.0,568.0,118.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-03,,,,,,,1.0,55.0,13.7,661.0,141.0,168.0,64.0,45.0,55.0,34.5,96.11,9.25,1292.0,80.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-04,,,,,,,1.0,1.0,4.3,16.0,124.0,170.0,69.0,43.0,55.0,34.0,97.45,20.1,3451.0,100.0,86.0,422.0,465.0,274.0,64.0,84.0,43.0,526.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-05,,,,,,,1.0,110.0,20.0,1688.0,158.0,179.0,39.0,49.0,66.0,34.5,98.0,3.1,1765.0,13.0,86.0,553.0,640.0,283.0,118.0,152.0,87.0,508.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-06,,,,,,,,,,,,,26.0,52.0,43.0,34.25,96.7,4.0,1711.0,94.0,94.0,541.0,596.0,446.0,68.0,27.0,55.0,496.0,11.5,,,,,,,,,,,,,,,,,,,,,,,,,
