Cycle start time,Cycle end time,Cycle timezone,Sleep onset,Wake onset,Sleep performance %,Respiratory rate (rpm),Asleep duration (min),In bed duration (min),Light sleep duration (min),Deep (SWS) duration (min),REM duration (min),Awake duration (min),Sleep need (min),Sleep debt (min),Sleep efficiency %,Sleep consistency %,Nap
2024-08-23 21:20:03,2024-08-24 22:56:29,UTC-07:00,2024-08-23 21:20:03,2024-08-24 09:22:00,100,12.8,604,721,372,147,85,117,451,0,83,69,false
2024-08-22 21:55:00,2024-08-23 21:20:03,UTC-07:00,2024-08-22 21:55:00,2024-08-23 06:44:44,100,13.4,482,525,318,72,92,43,451,0,92,85,false
2024-08-21 21:15:29,2024-08-22 21:55:00,UTC-07:00,2024-08-21 21:15:29,2024-08-22 06:59:30,100,13.5,503,581,326,123,54,78,450,0,88,83,false
2024-08-20 22:05:51,2024-08-21 21:15:29,UTC-07:00,2024-08-20 22:05:51,2024-08-21 08:00:00,100,13.0,549,594,362,98,89,45,453,1,92,83,false
2024-08-19 21:37:41,2024-08-20 22:05:51,UTC-07:00,2024-08-19 21:37:41,2024-08-20 07:06:01,99,13.1,448,563,265,128,55,115,451,0,81,80,false
2024-08-18 22:59:19,2024-08-19 21:37:41,UTC-07:00,2024-08-18 22:59:19,2024-08-19 08:04:23,100,13.3,484,526,304,83,97,42,450,0,92,70,false
2024-08-17 20:57:10,2024-08-18 22:59:19,UTC-07:00,2024-08-17 20:57:10,2024-08-18 08:17:18,100,13.4,628,662,357,140,131,34,400,0,94,65,false
2024-08-16 22:02:56,2024-08-17 20:57:10,UTC-07:00,2024-08-17 16:30:23,2024-08-17 17:36:43,11,14.5,50,66,50,0,0,16,450,0,78,,true
2024-08-16 22:02:56,2024-08-17 20:57:10,UTC-07:00,2024-08-16 22:02:56,2024-08-17 08:07:36,100,13.6,501,588,267,131,103,87,450,0,85,71,false
2024-08-15 20:59:56,2024-08-16 22:02:56,UTC-07:00,2024-08-15 20:59:56,2024-08-16 05:48:10,100,14.2,500,526,321,101,78,26,452,0,95,69,false
2024-08-14 22:36:22,2024-08-15 20:59:56,UTC-07:00,2024-08-14 22:36:22,2024-08-15 07:52:02,100,13.6,487,555,330,39,118,68,468,15,87,66,false
2024-08-13 21:23:42,2024-08-14 22:36:22,UTC-07:00,2024-08-13 21:23:42,2024-08-14 04:46:23,93,15.3,422,442,212,108,102,20,453,0,97,78,false
2024-08-12 21:23:10,2024-08-13 21:23:42,UTC-07:00,2024-08-12 21:23:10,2024-08-13 07:27:21,100,14.4,567,591,362,93,112,24,490,37,97,79,false
2024-08-11 21:25:01,2024-08-12 21:23:10,UTC-07:00,2024-08-11 21:25:01,2024-08-12 05:44:54,88,14.3,434,495,209,110,115,61,492,39,88,,false
2024-08-10 22:15:24,2024-08-11 21:25:01,UTC-07:00,2024-08-10 22:15:24,2024-08-11 06:26:09,85,15.0,454,487,238,103,113,33,533,0,93,,false
2024-05-05 21:33:00,2024-05-06 21:30:03,UTC-07:00,2024-05-05 21:33:00,2024-05-06 05:14:25,94,12.5,424,461,280,79,65,37,450,0,96,83,false
2024-05-04 21:30:03,2024-05-05 21:33:00,UTC-07:00,2024-05-04 21:30:03,2024-05-05 08:02:36,100,12.6,579,632,352,138,89,53,450,0,91,81,false
2024-05-03 21:44:26,2024-05-04 21:30:03,UTC-07:00,2024-05-03 21:44:26,2024-05-04 07:29:52,100,12.6,539,585,381,90,68,46,451,0,92,79,false
2024-05-02 21:02:05,2024-05-03 21:44:26,UTC-07:00,2024-05-02 21:02:05,2024-05-03 06:17:14,100,12.7,506,534,419,82,5,28,451,0,97,92,false
2024-05-01 20:54:21,2024-05-02 21:02:05,UTC-07:00,2024-05-01 20:54:21,2024-05-02 06:17:12,100,12.9,501,562,342,79,80,61,451,0,91,84,false
2024-04-30 21:29:53,2024-05-01 20:54:21,UTC-07:00,2024-04-30 21:29:53,2024-05-01 06:59:53,100,12.8,468,539,324,111,33,71,453,2,86,,false
2024-04-29 21:04:20,2024-04-30 21:29:53,UTC-07:00,2024-04-29 21:04:20,2024-04-30 05:47:48,99,13.2,482,522,363,117,2,40,486,0,94,,false
2024-01-14 18:35:11,2024-01-15 18:35:11,UTC-07:00,2024-01-14 18:35:11,2024-01-15 08:30:39,100,14.4,741,835,741,0,0,90,452,0,88,,false
2024-01-02 21:55:08,2024-01-03 21:55:08,UTC-08:00,2024-01-02 21:55:08,2024-01-03 07:15:53,100,13.4,515,555,361,76,78,40,486,0,92,,false
2023-10-25 21:17:59,2023-10-26 21:17:59,UTC-07:00,2023-10-25 21:17:59,2023-10-26 06:16:48,100,14.2,500,535,290,111,99,35,452,0,95,78,false
2023-10-24 22:35:20,2023-10-25 21:17:59,UTC-07:00,2023-10-24 22:35:20,2023-10-25 07:24:32,100,14.4,491,529,292,106,93,38,458,4,94,82,false
2023-10-23 22:28:34,2023-10-24 22:35:20,UTC-07:00,2023-10-23 22:28:34,2023-10-24 06:11:55,98,14.2,445,463,257,72,116,18,452,0,96,77,false
2023-10-22 21:10:39,2023-10-23 22:28:34,UTC-07:00,2023-10-22 21:10:39,2023-10-23 06:29:39,100,15.5,489,558,272,94,123,69,453,0,87,80,false
2023-10-21 23:16:33,2023-10-22 21:10:39,UTC-07:00,2023-10-21 23:16:33,2023-10-22 07:23:56,100,14.2,456,484,278,92,86,28,453,0,94,66,false
2023-10-20 21:25:00,2023-10-21 23:16:33,UTC-07:00,2023-10-20 21:25:00,2023-10-21 07:37:21,100,16.1,489,605,346,106,37,116,452,0,81,74,false
2023-10-19 21:36:01,2023-10-20 21:25:00,UTC-07:00,2023-10-19 21:36:01,2023-10-20 05:49:38,100,14.3,465,479,317,93,55,14,463,0,97,73,false
2023-10-18 20:41:10,2023-10-19 21:36:01,UTC-07:00,2023-10-18 20:41:10,2023-10-19 07:04:35,100,14.4,566,606,386,111,69,40,551,84,95,64,false
2023-10-17 21:54:40,2023-10-18 20:41:10,UTC-07:00,2023-10-17 21:54:40,2023-10-18 03:31:08,64,15.5,295,314,226,50,19,19,464,12,96,,false
2023-10-16 21:24:50,2023-10-17 21:54:40,UTC-07:00,2023-10-16 21:24:50,2023-10-17 06:34:42,96,14.9,513,549,382,85,46,36,532,82,93,,false
2023-10-05 00:23:22,2023-10-06 00:23:22,UTC-07:00,2023-10-05 00:23:22,2023-10-05 06:02:14,65,15.2,309,322,161,97,51,13,474,23,96,76,false
2023-10-03 22:50:05,2023-10-05 00:23:22,UTC-07:00,2023-10-03 22:50:05,2023-10-04 06:44:30,91,14.9,448,474,348,68,32,26,496,38,97,74,false
2023-10-03 00:07:12,2023-10-03 22:50:05,UTC-07:00,2023-10-03 00:07:12,2023-10-03 06:55:45,83,14.2,374,408,235,78,61,34,451,0,92,58,false
2023-10-01 21:25:40,2023-10-03 00:07:12,UTC-07:00,2023-10-01 21:25:40,2023-10-02 06:36:01,100,14.5,509,550,237,157,115,41,450,0,93,78,false
2023-09-30 19:16:49,2023-10-01 21:25:40,UTC-07:00,2023-09-30 19:16:49,2023-10-01 06:38:52,100,15.6,561,672,339,133,89,111,451,0,85,55,false
2023-09-29 21:34:17,2023-09-30 19:16:49,UTC-07:00,2023-09-29 21:34:17,2023-09-30 08:14:59,100,15.4,588,633,354,128,106,45,452,0,93,72,false
2023-09-28 22:02:04,2023-09-29 21:34:17,UTC-07:00,2023-09-28 22:02:04,2023-09-29 06:35:53,100,16.4,456,513,282,66,108,57,458,4,88,85,false
2023-09-27 22:36:36,2023-09-28 22:02:04,UTC-07:00,2023-09-27 22:36:36,2023-09-28 06:31:58,99,15.4,445,473,245,67,133,28,451,0,96,76,false
2023-09-26 22:14:27,2023-09-27 22:36:36,UTC-07:00,2023-09-26 22:14:27,2023-09-27 06:54:03,100,15.2,506,515,294,66,146,9,504,52,98,66,false
2023-09-25 23:02:58,2023-09-26 22:14:27,UTC-07:00,2023-09-25 23:02:58,2023-09-26 06:20:51,84,15.2,424,437,308,77,39,13,505,53,96,53,false
2023-09-24 19:43:20,2023-09-25 23:02:58,UTC-07:00,2023-09-24 19:43:20,2023-09-25 03:41:47,78,15.9,388,472,299,57,32,84,494,39,82,,false
2023-09-23 21:54:32,2023-09-24 19:43:20,UTC-07:00,2023-09-23 21:54:32,2023-09-24 05:00:53,84,16.1,405,425,295,39,71,20,483,0,95,,false
2023-09-04 20:50:44,2023-09-05 20:50:44,UTC-07:00,2023-09-04 20:50:44,2023-09-05 01:17:01,53,14.1,239,266,196,20,23,27,452,0,95,76,false
2023-09-03 21:13:17,2023-09-04 20:50:44,UTC-07:00,2023-09-03 21:13:17,2023-09-04 07:05:27,100,14.3,529,592,346,106,77,63,454,0,89,81,false
2023-09-02 21:25:15,2023-09-03 21:13:17,UTC-07:00,2023-09-02 21:25:15,2023-09-03 07:12:08,100,14.7,518,586,281,119,118,68,496,43,89,73,false
2023-09-01 22:34:19,2023-09-02 21:25:15,UTC-07:00,2023-09-01 22:34:19,2023-09-02 06:45:04,85,14.0,442,487,235,92,115,45,518,58,92,,false
2023-08-31 22:31:20,2023-09-01 22:34:19,UTC-07:00,2023-08-31 22:31:20,2023-09-01 04:52:29,74,14.1,359,376,246,76,37,17,488,0,95,,false
2023-08-01 22:21:36,2023-08-02 22:21:36,UTC-07:00,2023-08-01 22:21:36,2023-08-02 07:00:14,100,14.0,484,516,292,102,90,32,454,0,95,70,false
2023-07-31 21:29:38,2023-08-01 22:21:36,UTC-07:00,2023-07-31 21:29:38,2023-08-01 07:50:38,100,14.1,603,621,424,103,76,18,430,49,97,70,false
2023-07-30 21:20:38,2023-07-31 21:29:38,UTC-07:00,2023-07-31 05:42:16,2023-07-31 06:56:17,14,15.4,69,74,69,0,0,5,497,49,93,,true
2023-07-30 21:20:38,2023-07-31 21:29:38,UTC-07:00,2023-07-30 21:20:38,2023-07-31 03:20:57,78,13.9,352,359,280,17,55,7,451,0,97,83,false
2023-07-29 21:17:19,2023-07-30 21:20:38,UTC-07:00,2023-07-29 21:17:19,2023-07-30 09:10:37,100,14.4,676,713,457,122,97,37,450,0,94,76,false
2023-07-28 22:08:42,2023-07-29 21:17:19,UTC-07:00,2023-07-28 22:08:42,2023-07-29 08:02:48,100,13.9,531,580,331,117,83,49,450,0,91,67,false
2023-07-27 21:43:40,2023-07-28 22:08:42,UTC-07:00,2023-07-27 21:43:40,2023-07-28 10:00:31,100,14.0,586,736,421,116,49,150,452,0,79,66,false
2023-07-26 21:14:18,2023-07-27 21:43:40,UTC-07:00,2023-07-26 21:14:18,2023-07-27 08:22:54,100,13.9,586,668,373,135,78,82,456,0,87,68,false
2023-07-25 20:26:11,2023-07-26 21:14:18,UTC-07:00,2023-07-25 20:26:11,2023-07-26 07:28:32,100,15.1,558,662,335,124,99,104,451,0,84,,false
2023-07-24 21:37:17,2023-07-25 20:26:11,UTC-07:00,2023-07-24 21:37:17,2023-07-25 12:31:18,100,14.2,666,894,423,80,163,228,450,0,74,,false
2023-07-23 21:15:37,2023-07-24 21:37:17,UTC-07:00,2023-07-23 21:15:37,2023-07-24 07:41:26,100,13.5,589,615,429,83,77,26,448,0,96,,false
2023-07-16 20:11:37,2023-07-17 20:11:37,UTC-07:00,2023-07-16 20:11:37,2023-07-17 06:54:16,100,14.0,597,643,406,99,92,46,474,24,92,54,false
2023-07-16 00:14:48,2023-07-16 20:11:37,UTC-07:00,2023-07-16 00:14:48,2023-07-16 07:18:15,89,14.2,403,412,248,102,53,9,453,0,97,61,false
2023-07-14 22:09:18,2023-07-16 00:14:48,UTC-07:00,2023-07-14 22:09:18,2023-07-15 07:12:55,100,14.6,472,543,236,106,130,71,451,0,87,77,false
2023-07-13 22:33:46,2023-07-14 22:09:18,UTC-07:00,2023-07-13 22:33:46,2023-07-14 09:38:31,100,13.7,543,664,300,155,88,121,450,0,81,71,false
2023-07-13 00:04:34,2023-07-13 22:33:46,UTC-07:00,2023-07-13 00:04:34,2023-07-13 09:23:06,100,13.4,514,556,318,92,104,42,456,0,92,51,false
2023-07-11 21:52:46,2023-07-13 00:04:34,UTC-07:00,2023-07-11 21:52:46,2023-07-12 08:54:09,100,13.5,588,661,388,92,108,73,488,38,89,60,false
2023-07-10 21:47:58,2023-07-11 21:52:46,UTC-07:00,2023-07-10 21:47:58,2023-07-11 04:50:28,83,13.7,403,422,297,62,44,19,488,0,95,61,false
2023-07-09 20:13:24,2023-07-10 21:47:58,UTC-07:00,2023-07-09 20:13:24,2023-07-10 09:14:28,100,14.6,592,781,339,107,146,189,451,0,76,61,false
2023-07-08 18:52:08,2023-07-09 20:13:24,UTC-07:00,2023-07-08 18:52:08,2023-07-09 06:47:21,100,14.3,592,715,431,119,42,123,450,0,82,42,false
2023-07-07 23:43:50,2023-07-08 18:52:08,UTC-07:00,2023-07-07 23:43:50,2023-07-08 10:05:20,100,13.6,545,615,400,98,47,70,454,0,89,,false
2023-07-06 21:08:57,2023-07-07 23:43:50,UTC-07:00,2023-07-06 21:08:57,2023-07-07 08:16:06,100,13.6,596,667,321,151,124,71,451,0,91,,false
2023-07-05 21:02:49,2023-07-06 21:08:57,UTC-07:00,2023-07-05 21:02:49,2023-07-06 07:14:42,100,13.4,542,591,375,89,78,49,483,0,92,,false
2023-06-05 21:24:16,2023-06-06 21:24:16,UTC-07:00,2023-06-05 21:24:16,2023-06-06 07:03:27,100,14.4,490,576,225,132,133,86,456,5,85,87,false
2023-06-04 21:30:42,2023-06-05 21:24:16,UTC-07:00,2023-06-04 21:30:42,2023-06-05 06:23:02,98,14.0,439,526,298,109,32,87,451,0,83,81,false
2023-06-03 21:15:42,2023-06-04 21:30:42,UTC-07:00,2023-06-03 21:15:42,2023-06-04 07:50:13,100,13.9,550,634,401,101,48,84,457,5,86,77,false
2023-06-02 21:34:53,2023-06-03 21:15:42,UTC-07:00,2023-06-02 21:34:53,2023-06-03 07:30:54,98,15.2,481,595,322,77,82,114,493,40,81,,false
2023-06-01 22:00:19,2023-06-02 21:34:53,UTC-07:00,2023-06-01 22:00:19,2023-06-02 05:24:27,82,14.9,397,434,287,76,34,37,484,29,91,,false
2023-05-31 21:50:11,2023-06-01 22:00:19,UTC-07:00,2023-05-31 21:50:11,2023-06-01 05:43:38,87,14.5,422,473,237,85,100,51,483,0,89,,false
2023-05-11 20:43:54,2023-05-12 20:43:54,UTC-07:00,2023-05-11 20:43:54,2023-05-12 06:47:08,100,16.2,481,603,321,111,49,122,475,22,79,78,false
2023-05-10 20:42:51,2023-05-11 20:43:54,UTC-07:00,2023-05-10 20:42:51,2023-05-11 05:09:27,90,15.6,406,490,256,89,61,84,451,0,83,82,false
2023-05-09 21:30:47,2023-05-10 20:42:51,UTC-07:00,2023-05-09 21:30:47,2023-05-10 05:42:59,100,14.5,459,492,336,66,57,33,450,0,94,80,false
2023-05-08 21:07:40,2023-05-09 21:30:47,UTC-07:00,2023-05-08 21:07:40,2023-05-09 05:52:03,100,14.5,476,524,336,90,50,48,450,0,91,76,false
2023-05-07 20:49:21,2023-05-08 21:07:40,UTC-07:00,2023-05-07 20:49:21,2023-05-08 05:24:08,100,14.3,492,515,324,97,71,23,451,0,95,65,false
2023-05-06 21:36:17,2023-05-07 20:49:21,UTC-07:00,2023-05-06 21:36:17,2023-05-07 09:03:12,100,14.9,596,687,281,167,148,91,452,0,86,63,false
2023-05-05 20:51:29,2023-05-06 21:36:17,UTC-07:00,2023-05-05 20:51:29,2023-05-06 06:31:13,100,13.8,526,576,322,102,102,50,466,11,92,90,false
2023-05-04 21:09:35,2023-05-05 20:51:29,UTC-07:00,2023-05-04 21:09:35,2023-05-05 05:58:26,96,14.6,490,516,329,66,95,26,511,23,95,87,false
2023-05-03 20:56:01,2023-05-04 21:09:35,UTC-07:00,2023-05-03 20:56:01,2023-05-04 06:28:33,92,14.4,497,572,326,106,65,75,537,40,88,,false
2023-05-02 21:08:00,2023-05-03 20:56:01,UTC-07:00,2023-05-02 21:08:00,2023-05-03 05:43:44,86,14.5,484,515,403,76,5,31,563,53,95,,false
2023-05-01 21:36:47,2023-05-02 21:08:00,UTC-07:00,2023-05-01 21:36:47,2023-05-02 05:13:54,76,14.0,399,449,255,110,34,50,529,0,90,,false
2023-03-24 19:50:47,2023-03-25 21:15:54,UTC-07:00,2023-03-24 19:50:47,2023-03-25 09:42:19,100,14.7,669,832,433,123,113,163,405,0,81,,false
2023-03-23 20:43:35,2023-03-24 19:50:47,UTC-07:00,2023-03-24 11:37:38,2023-03-24 12:40:36,11,16.8,48,63,48,0,0,15,452,0,91,,true
2023-03-23 20:43:35,2023-03-24 19:50:47,UTC-07:00,2023-03-23 20:43:35,2023-03-24 07:12:19,100,14.5,502,626,267,102,133,124,438,49,80,,false
2023-03-22 22:22:25,2023-03-23 20:43:35,UTC-07:00,2023-03-23 14:17:28,2023-03-23 15:19:37,13,15.8,62,62,62,0,0,0,500,49,100,,true
2023-03-22 22:22:25,2023-03-23 20:43:35,UTC-07:00,2023-03-22 22:22:25,2023-03-23 04:37:48,78,14.5,352,375,174,106,72,23,452,0,94,,false
2023-03-17 20:22:01,2023-03-18 20:22:01,UTC-07:00,2023-03-17 20:22:01,2023-03-18 05:46:18,100,14.2,517,564,274,115,128,47,452,0,93,73,false
2023-03-16 21:06:10,2023-03-17 20:22:01,UTC-07:00,2023-03-16 21:06:10,2023-03-17 07:02:41,100,13.9,563,596,274,116,173,33,380,0,94,64,false
2023-03-15 20:29:07,2023-03-16 21:06:10,UTC-07:00,2023-03-16 13:42:31,2023-03-16 14:56:33,16,17.5,72,74,64,0,8,2,452,0,97,,true
2023-03-15 20:29:07,2023-03-16 21:06:10,UTC-07:00,2023-03-15 20:29:07,2023-03-16 06:43:23,100,15.0,519,614,277,103,139,95,497,40,84,68,false
2023-03-14 20:55:57,2023-03-15 20:29:07,UTC-07:00,2023-03-14 20:55:57,2023-03-15 04:04:42,82,14.4,394,429,151,100,143,35,483,31,92,64,false
2023-03-13 21:53:05,2023-03-14 20:55:57,UTC-07:00,2023-03-13 21:53:05,2023-03-14 04:50:46,86,14.0,390,415,264,68,58,25,453,0,94,74,false
2023-03-12 20:03:03,2023-03-13 20:53:05,UTC-08:00,2023-03-12 20:03:03,2023-03-13 05:52:20,100,14.1,516,589,353,90,73,73,456,0,87,80,false
2023-03-11 20:12:37,2023-03-12 20:03:03,UTC-08:00,2023-03-11 20:12:37,2023-03-12 06:46:36,100,14.6,580,634,316,129,135,54,456,0,91,69,false
2023-03-10 20:05:51,2023-03-11 20:12:37,UTC-08:00,2023-03-10 20:05:51,2023-03-11 07:31:15,100,15.1,597,685,403,63,131,88,387,0,87,62,false
2023-03-09 20:32:43,2023-03-10 20:05:51,UTC-08:00,2023-03-10 15:24:11,2023-03-10 16:40:36,14,17.2,63,76,56,0,7,13,450,0,83,,true
2023-03-09 20:32:43,2023-03-10 20:05:51,UTC-08:00,2023-03-09 20:32:43,2023-03-10 06:23:56,100,14.7,478,588,227,118,133,110,396,11,81,65,false
2023-03-08 19:41:08,2023-03-09 20:32:43,UTC-08:00,2023-03-09 15:25:09,2023-03-09 16:36:14,14,15.6,66,68,58,8,0,2,463,11,97,,true
2023-03-08 19:41:08,2023-03-09 20:32:43,UTC-08:00,2023-03-08 19:41:08,2023-03-09 04:10:47,96,14.4,433,510,246,112,75,77,451,0,86,78,false
2023-03-07 20:57:31,2023-03-08 19:41:08,UTC-08:00,2023-03-07 20:57:31,2023-03-08 05:06:21,100,13.9,455,489,296,78,81,34,453,2,93,84,false
2023-03-06 20:30:05,2023-03-07 20:57:31,UTC-08:00,2023-03-06 20:30:05,2023-03-07 05:23:36,99,14.0,444,518,352,70,22,74,450,0,88,86,false
2023-03-05 20:22:43,2023-03-06 20:30:05,UTC-08:00,2023-03-05 20:22:43,2023-03-06 06:38:32,100,15.0,547,615,294,97,156,68,450,0,88,80,false
2023-03-04 20:55:50,2023-03-05 20:22:43,UTC-08:00,2023-03-04 20:55:50,2023-03-05 05:43:07,100,14.2,502,527,315,114,73,25,450,0,95,80,false
2023-03-03 21:16:48,2023-03-04 20:55:50,UTC-08:00,2023-03-03 21:16:48,2023-03-04 06:32:55,100,14.2,488,553,301,111,76,65,467,17,88,78,false
2023-03-02 21:33:35,2023-03-03 21:16:48,UTC-08:00,2023-03-02 21:33:35,2023-03-03 06:00:40,94,13.7,475,494,234,92,149,19,508,58,98,78,false
2023-03-01 22:31:13,2023-03-02 21:33:35,UTC-08:00,2023-03-01 22:31:13,2023-03-02 04:52:23,74,14.1,349,381,280,52,17,32,475,24,91,72,false
2023-02-28 20:52:38,2023-03-01 22:31:13,UTC-08:00,2023-02-28 20:52:38,2023-03-01 04:24:27,89,13.5,429,445,330,42,57,16,484,33,97,77,false
2023-02-27 22:49:24,2023-02-28 20:52:38,UTC-08:00,2023-02-27 22:49:24,2023-02-28 05:45:39,85,14.0,405,416,331,57,17,11,477,25,97,69,false
2023-02-26 21:37:28,2023-02-27 22:49:24,UTC-08:00,2023-02-26 21:37:28,2023-02-27 05:21:05,91,14.3,424,463,284,83,57,35,464,0,91,,false
2023-02-25 20:16:41,2023-02-26 21:37:28,UTC-08:00,2023-02-25 20:16:41,2023-02-26 07:03:10,100,14.7,579,642,353,124,102,63,472,14,90,,false
2023-02-24 20:59:25,2023-02-25 20:16:41,UTC-08:00,2023-02-24 20:59:25,2023-02-25 06:29:57,95,14.6,508,568,294,116,98,60,535,85,89,,false
2023-02-19 19:00:02,2023-02-20 19:00:02,UTC-08:00,2023-02-20 01:51:58,2023-02-20 05:07:35,30,16.4,162,196,105,24,33,34,536,85,82,,true
2023-02-19 19:00:02,2023-02-20 19:00:02,UTC-08:00,2023-02-19 19:00:02,2023-02-19 23:45:33,62,15.1,240,285,145,53,42,45,385,0,83,49,false
2023-02-18 20:09:37,2023-02-19 19:00:02,UTC-08:00,2023-02-19 14:22:11,2023-02-19 15:36:12,15,16.7,67,74,56,11,0,7,452,0,94,,true
2023-02-18 20:09:37,2023-02-19 19:00:02,UTC-08:00,2023-02-18 20:09:37,2023-02-19 06:10:00,100,14.9,511,600,296,139,76,87,453,0,86,55,false
2023-02-17 21:36:32,2023-02-18 20:09:37,UTC-08:00,2023-02-17 21:36:32,2023-02-18 07:31:06,100,14.1,570,592,445,92,33,22,436,60,97,,false
2023-02-16 22:46:46,2023-02-17 21:36:32,UTC-08:00,2023-02-17 14:43:17,2023-02-17 16:06:48,15,16.2,74,83,74,0,0,9,511,60,96,,true
2023-02-16 22:46:46,2023-02-17 21:36:32,UTC-08:00,2023-02-16 22:46:46,2023-02-17 05:44:57,79,14.4,398,417,268,84,46,19,507,53,98,,false
2023-02-15 21:38:00,2023-02-16 22:46:46,UTC-08:00,2023-02-15 21:38:00,2023-02-16 04:34:15,76,14.4,400,416,289,43,68,16,528,0,96,,false
2022-12-08 21:09:27,2022-12-09 20:50:09,UTC-08:00,2022-12-08 21:09:27,2022-12-09 04:22:08,81,13.6,394,426,231,78,85,32,486,35,92,,false
2022-12-07 20:50:09,2022-12-08 21:09:27,UTC-08:00,2022-12-07 20:50:09,2022-12-08 04:17:10,84,14.8,407,441,272,56,79,34,484,0,92,,false
2022-09-30 21:34:07,2022-10-01 21:34:07,UTC-07:00,2022-09-30 21:34:07,2022-10-01 08:09:04,100,15.5,592,635,362,87,143,43,457,5,93,,false
2022-09-29 22:50:30,2022-09-30 21:34:07,UTC-07:00,2022-09-29 22:50:30,2022-09-30 06:58:51,98,14.1,423,485,266,88,69,62,432,69,89,,false
2022-09-28 23:04:52,2022-09-29 22:50:30,UTC-07:00,2022-09-29 14:09:57,2022-09-29 15:53:17,17,17.5,88,103,70,5,13,15,520,69,85,,true
2022-09-28 23:04:52,2022-09-29 22:50:30,UTC-07:00,2022-09-28 23:04:52,2022-09-29 05:32:17,69,14.8,336,387,270,32,34,51,485,0,90,,false
2022-08-28 21:20:23,2022-08-29 21:20:23,UTC-07:00,2022-08-28 21:20:23,2022-08-29 07:07:16,100,14.5,514,587,305,114,95,73,450,0,87,77,false
2022-08-27 22:48:18,2022-08-28 21:20:23,UTC-07:00,2022-08-27 22:48:18,2022-08-28 08:10:40,100,14.2,524,562,264,116,144,38,450,0,94,73,false
2022-08-26 22:31:55,2022-08-27 22:48:18,UTC-07:00,2022-08-26 22:31:55,2022-08-27 08:20:43,100,13.8,551,589,352,88,111,38,486,0,95,63,false
2022-08-25 21:02:22,2022-08-26 22:31:55,UTC-07:00,2022-08-25 21:02:22,2022-08-26 06:55:07,100,14.9,557,592,381,94,82,35,459,8,94,82,false
2022-08-24 21:40:46,2022-08-25 21:02:22,UTC-07:00,2022-08-24 21:40:46,2022-08-25 05:31:20,96,14.9,433,468,309,60,64,35,452,0,93,,false
2022-08-23 20:09:51,2022-08-24 21:40:46,UTC-07:00,2022-08-23 20:09:51,2022-08-24 06:29:25,100,15.7,515,619,340,85,90,104,485,0,83,,false
2022-08-22 20:54:16,2022-08-23 20:09:51,UTC-07:00,2022-08-22 20:54:16,2022-08-23 07:24:15,100,15.3,548,629,377,96,75,81,454,4,87,,false
2022-08-08 21:06:23,2022-08-09 21:06:23,UTC-04:00,2022-08-08 21:06:23,2022-08-09 05:13:46,98,14.5,440,472,288,75,77,32,449,0,93,55,false
2022-08-07 22:25:10,2022-08-08 21:06:23,UTC-04:00,2022-08-07 22:25:10,2022-08-08 06:30:09,100,14.4,454,485,274,102,78,31,450,0,94,47,false
2022-08-05 20:04:35,2022-08-07 00:00:00,UTC-04:00,2022-08-05 20:04:35,2022-08-06 07:14:37,100,14.4,587,670,379,121,87,83,449,0,89,83,false
2022-08-04 19:58:36,2022-08-05 20:04:35,UTC-04:00,2022-08-04 19:58:36,2022-08-05 07:04:00,100,14.9,606,654,417,118,71,48,451,0,92,70,false
2022-08-03 21:09:20,2022-08-04 19:58:36,UTC-04:00,2022-08-03 21:09:20,2022-08-04 07:28:25,100,14.3,519,619,349,95,75,100,451,0,83,70,false
2022-08-02 20:59:38,2022-08-03 21:09:20,UTC-04:00,2022-08-02 20:59:38,2022-08-03 06:41:42,100,14.2,529,572,398,92,39,43,491,20,93,55,false
2022-08-01 21:38:31,2022-08-02 20:59:38,UTC-04:00,2022-08-01 21:38:31,2022-08-02 05:18:02,93,14.9,418,449,326,54,38,31,450,0,95,,false
2022-07-31 22:56:54,2022-08-01 21:38:31,UTC-04:00,2022-07-31 22:56:54,2022-08-01 09:12:09,100,14.1,565,610,375,98,92,45,520,69,93,,false
2022-07-31 01:48:14,2022-07-31 22:56:54,UTC-04:00,2022-07-31 01:48:14,2022-07-31 08:07:57,69,14.2,335,374,225,81,29,39,484,0,91,,false
2022-06-07 21:46:10,2022-06-08 15:46:10,UTC-07:00,2022-06-07 21:46:10,2022-06-08 05:52:12,83,14.8,417,478,194,90,133,61,505,54,88,,false
2022-05-26 21:32:17,2022-05-27 21:32:17,UTC-07:00,2022-05-26 21:32:17,2022-05-27 05:07:28,81,14.3,405,443,310,42,53,38,501,49,91,85,false
2022-05-25 21:58:04,2022-05-26 21:32:17,UTC-07:00,2022-05-25 21:58:04,2022-05-26 05:23:35,78,14.8,385,445,226,113,46,60,496,44,86,76,false
2022-05-24 22:03:55,2022-05-25 21:58:04,UTC-07:00,2022-05-24 22:03:55,2022-05-25 05:32:55,80,13.8,394,448,237,68,89,54,492,40,90,64,false
2022-05-23 20:32:22,2022-05-24 22:03:55,UTC-07:00,2022-05-23 20:32:22,2022-05-24 05:26:09,86,15.5,460,533,279,99,82,73,538,87,86,62,false
2022-05-22 20:47:39,2022-05-23 20:32:22,UTC-07:00,2022-05-22 20:47:39,2022-05-23 03:21:17,61,15.6,275,393,160,67,48,118,451,0,70,71,false
2022-05-21 21:28:17,2022-05-22 20:47:39,UTC-07:00,2022-05-21 21:28:17,2022-05-22 08:19:09,100,14.2,602,650,381,108,113,48,459,0,92,71,false
