Cycle start time,Cycle end time,Cycle timezone,Recovery score %,Resting heart rate (bpm),Heart rate variability (ms),Skin temp (celsius),Blood oxygen %,Day Strain,Energy burned (cal),Max HR (bpm),Average HR (bpm),Sleep onset,Wake onset,Sleep performance %,Respiratory rate (rpm),Asleep duration (min),In bed duration (min),Light sleep duration (min),Deep (SWS) duration (min),REM duration (min),Awake duration (min),Sleep need (min),Sleep debt (min),Sleep efficiency %,Sleep consistency %
2025-07-14 21:22:51,2025-07-15 20:40:54,UTC-07:00,53,60,66,33.54,94.83,4.9,1822,131,65,2025-07-14 21:22:51,2025-07-15 06:48:22,95,14.4,534,564,234,192,108,30,490,16,95,84
2025-07-13 21:52:50,2025-07-14 21:22:51,UTC-07:00,70,55,78,33.93,95.03,13.3,2407,174,67,2025-07-13 21:52:50,2025-07-14 06:10:21,84,15.2,445,497,228,115,102,52,478,0,89,75
2025-07-12 21:09:17,2025-07-13 21:52:50,UTC-07:00,34,62,50,33.94,95.74,14.1,2593,168,71,2025-07-12 21:09:17,2025-07-13 08:10:48,86,15.5,579,661,325,178,76,82,458,0,87,78
2025-07-11 21:26:44,2025-07-12 21:09:17,UTC-07:00,85,54,90,,95.42,9.8,2180,161,66,2025-07-11 21:26:44,2025-07-12 07:56:32,88,14.7,559,618,324,155,80,59,465,13,94,74
2025-07-10 21:44:41,2025-07-11 21:26:44,UTC-07:00,80,54,84,33.36,97.07,6.4,1927,138,64,2025-07-10 21:44:41,2025-07-11 05:56:44,88,14.2,451,487,291,128,32,36,472,0,92,77
2025-07-09 21:45:09,2025-07-10 21:44:41,UTC-07:00,60,51,68,33.06,95.11,13.1,2413,165,66,2025-07-09 21:45:09,2025-07-10 07:05:11,85,14.2,503,558,270,136,97,55,400,0,92,68
2025-07-08 21:36:07,2025-07-09 21:45:09,UTC-07:00,1,60,57,30.54,,5.2,1909,126,63,2025-07-09 16:56:39,2025-07-09 18:40:09,11,18.2,50,102,27,21,2,52,450,0,49,
2025-07-07 22:38:35,2025-07-08 21:36:07,UTC-07:00,77,57,82,33.41,96.21,12.6,2260,174,71,2025-07-07 22:38:35,2025-07-08 06:00:07,78,14.2,383,438,221,115,47,55,483,0,87,67
2025-07-06 21:28:40,2025-07-07 22:38:35,UTC-07:00,94,54,87,32.44,96.12,15.0,2760,173,72,2025-07-06 21:28:40,2025-07-07 06:43:43,88,14.2,505,554,243,121,141,49,477,0,91,78
2025-07-05 20:56:38,2025-07-06 21:28:40,UTC-07:00,23,60,39,34.01,95.26,14.0,2593,171,69,2025-07-05 20:56:38,2025-07-06 07:49:40,81,15.9,540,650,230,151,159,110,463,0,83,77
2025-07-04 21:27:35,2025-07-05 20:56:38,UTC-07:00,98,49,85,33.12,95.31,11.2,2272,145,64,2025-07-04 21:27:35,2025-07-05 07:59:37,88,14.4,562,630,325,150,87,68,460,0,89,73
2025-07-03 21:31:01,2025-07-04 21:27:35,UTC-07:00,98,55,94,33.77,95.25,10.4,2229,156,65,2025-07-03 21:31:01,2025-07-04 08:13:03,80,14.4,549,640,378,87,84,91,378,0,86,58
2025-07-02 21:38:29,2025-07-03 21:31:01,UTC-07:00,79,62,62,33.84,95.62,8.6,2098,147,70,2025-07-02 21:38:29,2025-07-03 06:39:20,79,14.2,476,540,260,115,101,64,468,32,88,68
2025-07-01 21:36:56,2025-07-02 21:38:29,UTC-07:00,12,70,77,,,13.2,2529,165,75,2025-07-02 14:50:27,2025-07-02 15:54:27,8,18.0,37,58,31,6,0,21,483,32,63,
2025-06-30 20:09:53,2025-07-01 21:36:56,UTC-07:00,32,64,44,34.14,95.10,16.7,3312,175,78,2025-06-30 20:09:53,2025-07-01 06:44:58,74,14.6,590,635,356,134,100,45,116,127,93,53
2025-06-29 16:16:49,2025-06-30 20:09:53,UTC-07:00,20,58,83,31.38,94.50,12.2,2714,160,67,2025-06-29 16:16:49,2025-06-29 20:07:51,1,17.1,126,209,64,41,21,83,450,0,60,
2025-06-28 21:14:17,2025-06-29 16:16:49,UTC-07:00,97,53,83,32.91,95.25,5.2,1526,148,63,2025-06-28 21:14:17,2025-06-29 07:53:49,83,14.5,536,639,354,70,112,103,486,0,84,
2025-06-27 00:00:00,2025-06-28 21:14:17,UTC-07:00,,,,,,6.1,1003,150,70,,,,,,,,,,,,,,
2025-06-16 00:00:00,2025-06-17 00:00:00,UTC-07:00,,,,,,,,,,,,,,,,,,,,,,,
2025-06-09 00:00:00,2025-06-10 00:00:00,UTC-07:00,,,,,,,,,,,,,,,,,,,,,,,
2025-05-30 00:00:00,2025-05-31 00:00:00,UTC-07:00,,,,,,4.7,1011,131,72,,,,,,,,,,,,,,
2025-05-24 19:23:52,2025-05-25 19:23:52,UTC-07:00,80,53,73,33.52,95.76,7.0,1993,136,66,2025-05-24 19:23:52,2025-05-25 08:15:54,77,14.4,641,767,482,83,76,126,452,0,83,60
2025-05-24 00:00:00,2025-05-24 19:23:52,UTC-07:00,,,,,,6.8,955,143,84,,,,,,,,,,,,,,
2025-05-22 21:17:49,2025-05-24 00:00:00,UTC-07:00,98,50,88,33.89,95.93,5.3,1959,125,73,2025-05-22 21:17:49,2025-05-23 06:39:14,100,14.7,517,561,343,144,30,44,450,0,92,93
2025-05-21 21:36:32,2025-05-22 21:17:49,UTC-07:00,88,51,77,33.80,95.56,4.6,1852,132,63,2025-05-21 21:36:32,2025-05-22 06:13:44,97,15.0,490,514,292,129,69,24,450,0,95,87
2025-05-20 20:49:48,2025-05-21 21:36:32,UTC-07:00,98,52,104,34.33,96.00,4.8,1932,128,62,2025-05-20 20:49:48,2025-05-21 06:33:45,100,14.6,532,583,357,117,58,51,450,0,93,91
2025-05-19 21:17:08,2025-05-20 20:49:48,UTC-07:00,93,56,71,33.10,95.53,4.7,1838,126,65,2025-05-19 21:17:08,2025-05-20 06:42:30,85,14.6,481,557,344,71,66,76,470,15,86,
2025-05-18 21:06:59,2025-05-19 21:17:08,UTC-07:00,84,58,64,33.00,94.11,8.1,2057,135,72,2025-05-18 21:06:59,2025-05-19 06:58:12,76,14.3,454,581,230,124,100,127,485,0,78,
2025-05-18 00:00:00,2025-05-18 21:06:59,UTC-07:00,,,,,,5.3,410,127,75,,,,,,,,,,,,,,
2024-12-21 00:00:00,2024-12-22 00:00:00,UTC-08:00,,,,,,,,,,,,,,,,,,,,,,,
2024-12-11 20:32:35,2024-12-12 20:32:35,UTC-08:00,78,60,73,33.24,95.53,7.0,1915,138,71,2024-12-11 20:32:35,2024-12-12 06:35:49,100,14.9,558,599,317,130,111,41,465,0,93,83
2024-12-10 21:29:44,2024-12-11 20:32:35,UTC-08:00,73,53,71,33.30,95.90,11.6,2246,144,74,2024-12-10 21:29:44,2024-12-11 06:25:12,100,14.3,512,533,339,66,107,21,467,15,96,
2024-12-09 22:16:46,2024-12-10 21:29:44,UTC-08:00,97,52,93,32.20,94.25,6.3,1896,128,68,2024-12-09 22:16:46,2024-12-10 06:29:27,94,14.0,456,492,291,96,69,36,486,0,95,
2024-12-09 00:00:00,2024-12-09 22:16:46,UTC-08:00,,,,,,6.1,856,142,79,,,,,,,,,,,,,,
2024-12-08 00:00:00,2024-12-09 00:00:00,UTC-08:00,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25 00:00:00,2024-11-26 00:00:00,UTC-08:00,,,,,,,,,,,,,,,,,,,,,,,
2024-11-07 00:00:00,2024-11-08 00:00:00,UTC-08:00,,,,,,,,,,,,,,,,,,,,,,,
2024-10-30 21:29:43,2024-10-31 21:15:44,UTC-07:00,84,58,69,33.40,95.83,2.1,770,102,59,2024-10-30 21:29:43,2024-10-31 06:25:10,100,14.3,497,531,290,132,75,34,457,2,94,93
2024-10-29 21:15:44,2024-10-30 21:29:43,UTC-07:00,67,55,64,33.10,96.38,7.9,2074,139,72,2024-10-29 21:15:44,2024-10-30 06:23:41,99,14.1,446,547,285,102,59,101,452,0,81,96
2024-10-28 21:12:46,2024-10-29 21:15:44,UTC-07:00,66,56,64,33.24,95.10,6.3,1955,135,69,2024-10-28 21:12:46,2024-10-29 06:42:50,100,14.2,517,558,281,132,104,41,450,0,92,
2024-10-27 21:06:57,2024-10-28 21:12:46,UTC-07:00,91,58,85,33.40,94.85,5.3,1909,123,68,2024-10-27 21:06:57,2024-10-28 06:51:55,100,14.4,567,584,394,105,68,17,484,0,96,
2024-10-27 00:00:00,2024-10-27 21:06:57,UTC-07:00,,,,,,3.3,60,118,77,,,,,,,,,,,,,,
2024-10-24 00:00:00,2024-10-25 00:00:00,UTC-07:00,,,,,,,,,,,,,,,,,,,,,,,
2024-10-22 00:00:00,2024-10-23 00:00:00,UTC-05:00,,,,,,,,,,,,,,,,,,,,,,,
2024-09-22 00:00:00,2024-09-23 00:00:00,UTC-07:00,,,,,,,,,,,,,,,,,,,,,,,
2024-09-01 00:00:00,2024-09-02 00:00:00,UTC-07:00,,,,,,,,,,,,,,,,,,,,,,,
2024-08-31 00:00:00,2024-09-01 00:00:00,UTC-07:00,,,,,,,,,,,,,,,,,,,,,,,
2024-08-30 00:00:00,2024-08-31 00:00:00,UTC-07:00,,,,,,,,,,,,,,,,,,,,,,,
2024-08-25 21:20:26,2024-08-26 21:20:26,UTC-07:00,34,60,43,32.96,96.83,4.3,846,134,62,2024-08-25 21:20:26,2024-08-26 07:27:03,100,13.2,546,606,411,67,68,60,450,0,92,64
2024-08-24 22:56:29,2024-08-25 21:20:26,UTC-07:00,60,55,57,32.69,97.50,5.3,1782,120,64,2024-08-24 22:56:29,2024-08-25 10:35:21,100,13.4,608,698,314,149,145,90,457,0,87,57
2024-08-23 21:20:03,2024-08-24 22:56:29,UTC-07:00,29,59,38,32.37,95.95,9.1,2272,145,71,2024-08-23 21:20:03,2024-08-24 09:22:00,100,12.8,604,721,372,147,85,117,451,0,83,69
2024-08-22 21:55:00,2024-08-23 21:20:03,UTC-07:00,41,60,47,32.50,96.80,5.8,1871,135,69,2024-08-22 21:55:00,2024-08-23 06:44:44,100,13.4,482,525,318,72,92,43,451,0,92,85
2024-08-21 21:15:29,2024-08-22 21:55:00,UTC-07:00,23,63,37,33.02,96.59,5.5,1957,125,72,2024-08-21 21:15:29,2024-08-22 06:59:30,100,13.5,503,581,326,123,54,78,450,0,88,83
2024-08-20 22:05:51,2024-08-21 21:15:29,UTC-07:00,45,56,58,33.30,96.05,5.0,1827,125,66,2024-08-20 22:05:51,2024-08-21 08:00:00,100,13.0,549,594,362,98,89,45,453,1,92,83
2024-08-19 21:37:41,2024-08-20 22:05:51,UTC-07:00,39,57,55,33.08,96.00,5.5,1954,127,67,2024-08-19 21:37:41,2024-08-20 07:06:01,99,13.1,448,563,265,128,55,115,451,0,81,80
2024-08-18 22:59:19,2024-08-19 21:37:41,UTC-07:00,48,53,59,33.20,96.50,6.0,1827,127,68,2024-08-18 22:59:19,2024-08-19 08:04:23,100,13.3,484,526,304,83,97,42,450,0,92,70
2024-08-17 20:57:10,2024-08-18 22:59:19,UTC-07:00,63,54,71,33.08,97.20,4.6,2024,117,62,2024-08-17 20:57:10,2024-08-18 08:17:18,100,13.4,628,662,357,140,131,34,400,0,94,65
2024-08-16 22:02:56,2024-08-17 20:57:10,UTC-07:00,6,63,66,33.28,,5.2,1801,126,65,2024-08-17 16:30:23,2024-08-17 17:36:43,11,14.5,50,66,50,0,0,16,450,0,78,
2024-08-15 20:59:56,2024-08-16 22:02:56,UTC-07:00,92,57,89,33.20,95.56,4.3,1948,115,67,2024-08-15 20:59:56,2024-08-16 05:48:10,100,14.2,500,526,321,101,78,26,452,0,95,69
2024-08-14 22:36:22,2024-08-15 20:59:56,UTC-07:00,84,56,68,33.15,96.16,6.7,1840,130,67,2024-08-14 22:36:22,2024-08-15 07:52:02,100,13.6,487,555,330,39,118,68,468,15,87,66
2024-08-13 21:23:42,2024-08-14 22:36:22,UTC-07:00,68,59,60,33.10,94.53,6.8,2069,128,72,2024-08-13 21:23:42,2024-08-14 04:46:23,93,15.3,422,442,212,108,102,20,453,0,97,78
2024-08-12 21:23:10,2024-08-13 21:23:42,UTC-07:00,96,54,97,32.90,95.48,7.4,2019,131,70,2024-08-12 21:23:10,2024-08-13 07:27:21,100,14.4,567,591,362,93,112,24,490,37,97,79
2024-08-11 21:25:01,2024-08-12 21:23:10,UTC-07:00,93,52,72,32.40,95.84,6.7,1965,126,70,2024-08-11 21:25:01,2024-08-12 05:44:54,88,14.3,434,495,209,110,115,61,492,39,88,
2024-08-10 22:15:24,2024-08-11 21:25:01,UTC-07:00,59,59,49,32.79,96.05,7.1,1910,126,73,2024-08-10 22:15:24,2024-08-11 06:26:09,85,15.0,454,487,238,103,113,33,533,0,93,
2024-08-10 00:00:00,2024-08-10 22:15:24,UTC-07:00,,,,,,17.0,2190,188,92,,,,,,,,,,,,,,
2024-08-09 00:00:00,2024-08-10 00:00:00,UTC-07:00,,,,,,,,,,,,,,,,,,,,,,,
2024-08-08 00:00:00,2024-08-09 00:00:00,UTC-07:00,,,,,,,,,,,,,,,,,,,,,,,
2024-05-13 00:00:00,2024-05-14 00:00:00,UTC-07:00,,,,,,,,,,,,,,,,,,,,,,,
2024-05-05 21:33:00,2024-05-06 21:30:03,UTC-07:00,74,56,54,34.00,97.43,0.2,887,101,71,2024-05-05 21:33:00,2024-05-06 05:14:25,94,12.5,424,461,280,79,65,37,450,0,96,83
2024-05-04 21:30:03,2024-05-05 21:33:00,UTC-07:00,67,59,52,33.60,97.18,4.9,1879,122,67,2024-05-04 21:30:03,2024-05-05 08:02:36,100,12.6,579,632,352,138,89,53,450,0,91,81
2024-05-03 21:44:26,2024-05-04 21:30:03,UTC-07:00,42,63,35,34.10,96.92,4.9,1867,126,69,2024-05-03 21:44:26,2024-05-04 07:29:52,100,12.6,539,585,381,90,68,46,451,0,92,79
2024-05-02 21:02:05,2024-05-03 21:44:26,UTC-07:00,51,58,41,33.90,95.65,5.5,1958,121,68,2024-05-02 21:02:05,2024-05-03 06:17:14,100,12.7,506,534,419,82,5,28,451,0,97,92
2024-05-01 20:54:21,2024-05-02 21:02:05,UTC-07:00,69,54,58,33.80,97.44,5.5,1932,127,66,2024-05-01 20:54:21,2024-05-02 06:17:12,100,12.9,501,562,342,79,80,61,451,0,91,84
2024-04-30 21:29:53,2024-05-01 20:54:21,UTC-07:00,76,55,64,33.60,97.23,5.2,1845,119,65,2024-04-30 21:29:53,2024-05-01 06:59:53,100,12.8,468,539,324,111,33,71,453,2,86,
2024-04-29 21:04:20,2024-04-30 21:29:53,UTC-07:00,56,65,53,33.80,95.18,5.5,1938,132,69,2024-04-29 21:04:20,2024-04-30 05:47:48,99,13.2,482,522,363,117,2,40,486,0,94,
2024-04-29 00:00:00,2024-04-29 21:04:20,UTC-07:00,,,,,,5.2,825,127,74,,,,,,,,,,,,,,
2024-03-24 00:00:00,2024-03-25 00:00:00,UTC+01:00,,,,,,,,,,,,,,,,,,,,,,,
2024-03-23 00:00:00,2024-03-24 00:00:00,UTC+01:00,,,,,,,,,,,,,,,,,,,,,,,
2024-03-20 00:00:00,2024-03-21 00:00:00,UTCZ,,,,,,,,,,,,,,,,,,,,,,,
2024-03-16 07:00:00,2024-03-17 07:00:00,UTCZ,,,,,,,,,,,,,,,,,,,,,,,
2024-03-15 07:00:00,2024-03-16 07:00:00,UTCZ,,,,,,,,,,,,,,,,,,,,,,,
2024-03-14 00:00:00,2024-03-15 00:00:00,UTC-07:00,,,,,,,,,,,,,,,,,,,,,,,
2024-02-20 00:00:00,2024-02-21 00:00:00,UTC-08:00,,,,,,,,,,,,,,,,,,,,,,,
2024-02-09 00:00:00,2024-02-10 00:00:00,UTC-08:00,,,,,,,,,,,,,,,,,,,,,,,
2024-01-14 18:35:11,2024-01-15 18:35:11,UTC-07:00,36,120,47,,,0.0,74,77,66,2024-01-14 18:35:11,2024-01-15 08:30:39,100,14.4,741,835,741,0,0,90,452,0,88,
2024-01-14 00:00:00,2024-01-14 17:35:11,UTC-08:00,,,,,,6.2,654,130,61,,,,,,,,,,,,,,
2024-01-06 00:00:00,2024-01-07 00:00:00,UTC-08:00,,,,,,2.1,205,112,63,,,,,,,,,,,,,,
2024-01-02 21:55:08,2024-01-03 21:55:08,UTC-08:00,85,53,92,34.30,96.26,6.4,1849,128,84,2024-01-02 21:55:08,2024-01-03 07:15:53,100,13.4,515,555,361,76,78,40,486,0,92,
2024-01-02 00:00:00,2024-01-02 21:55:08,UTC-08:00,,,,,,5.3,947,121,68,,,,,,,,,,,,,,
2023-11-18 00:00:00,2023-11-19 00:00:00,UTC-08:00,,,,,,,,,,,,,,,,,,,,,,,
2023-11-08 00:00:00,2023-11-09 00:00:00,UTC-08:00,,,,,,,,,,,,,,,,,,,,,,,
2023-10-31 00:00:00,2023-11-01 00:00:00,UTC-07:00,,,,,,,,,,,,,,,,,,,,,,,
2023-10-25 21:17:59,2023-10-26 21:17:59,UTC-07:00,73,50,84,34.30,96.50,5.1,1316,121,61,2023-10-25 21:17:59,2023-10-26 06:16:48,100,14.2,500,535,290,111,99,35,452,0,95,78
2023-10-24 22:35:20,2023-10-25 21:17:59,UTC-07:00,48,57,67,33.90,94.55,6.6,1813,132,67,2023-10-24 22:35:20,2023-10-25 07:24:32,100,14.4,491,529,292,106,93,38,458,4,94,82
2023-10-23 22:28:34,2023-10-24 22:35:20,UTC-07:00,66,52,79,34.00,95.24,7.1,1947,135,66,2023-10-23 22:28:34,2023-10-24 06:11:55,98,14.2,445,463,257,72,116,18,452,0,96,77
2023-10-22 21:10:39,2023-10-23 22:28:34,UTC-07:00,65,58,79,33.98,94.87,6.6,2008,133,68,2023-10-22 21:10:39,2023-10-23 06:29:39,100,15.5,489,558,272,94,123,69,453,0,87,80
2023-10-21 23:16:33,2023-10-22 21:10:39,UTC-07:00,95,52,103,34.00,97.96,6.9,1779,136,64,2023-10-21 23:16:33,2023-10-22 07:23:56,100,14.2,456,484,278,92,86,28,453,0,94,66
2023-10-20 21:25:00,2023-10-21 23:16:33,UTC-07:00,40,70,50,34.30,95.32,7.1,2079,129,72,2023-10-20 21:25:00,2023-10-21 07:37:21,100,16.1,489,605,346,106,37,116,452,0,81,74
2023-10-19 21:36:01,2023-10-20 21:25:00,UTC-07:00,82,52,86,34.40,94.97,6.6,1895,126,67,2023-10-19 21:36:01,2023-10-20 05:49:38,100,14.3,465,479,317,93,55,14,463,0,97,73
2023-10-18 20:41:10,2023-10-19 21:36:01,UTC-07:00,64,52,70,33.70,95.52,10.9,2328,135,69,2023-10-18 20:41:10,2023-10-19 07:04:35,100,14.4,566,606,386,111,69,40,551,84,95,64
2023-10-17 21:54:40,2023-10-18 20:41:10,UTC-07:00,36,60,52,33.80,96.19,11.7,2192,146,75,2023-10-17 21:54:40,2023-10-18 03:31:08,64,15.5,295,314,226,50,19,19,464,12,96,
2023-10-16 21:24:50,2023-10-17 21:54:40,UTC-07:00,97,51,100,34.80,95.90,6.4,1938,129,64,2023-10-16 21:24:50,2023-10-17 06:34:42,96,14.9,513,549,382,85,46,36,532,82,93,
2023-10-16 00:00:00,2023-10-16 21:24:50,UTC-07:00,,,,,,4.1,537,117,65,,,,,,,,,,,,,,
2023-10-05 00:23:22,2023-10-06 00:23:22,UTC-07:00,24,58,46,33.70,94.00,7.2,1536,132,79,2023-10-05 00:23:22,2023-10-05 06:02:14,65,15.2,309,322,161,97,51,13,474,23,96,76
2023-10-03 22:50:05,2023-10-05 00:23:22,UTC-07:00,58,50,75,34.20,96.61,5.1,1958,127,63,2023-10-03 22:50:05,2023-10-04 06:44:30,91,14.9,448,474,348,68,32,26,496,38,97,74
2023-10-03 00:07:12,2023-10-03 22:50:05,UTC-07:00,76,51,90,,96.13,9.2,2004,157,67,2023-10-03 00:07:12,2023-10-03 06:55:45,83,14.2,374,408,235,78,61,34,451,0,92,58
2023-10-01 21:25:40,2023-10-03 00:07:12,UTC-07:00,77,49,90,33.50,96.21,5.1,2028,132,62,2023-10-01 21:25:40,2023-10-02 06:36:01,100,14.5,509,550,237,157,115,41,450,0,93,78
2023-09-30 19:16:49,2023-10-01 21:25:40,UTC-07:00,44,60,61,34.26,94.80,4.4,1963,118,65,2023-09-30 19:16:49,2023-10-01 06:38:52,100,15.6,561,672,339,133,89,111,451,0,85,55
2023-09-29 21:34:17,2023-09-30 19:16:49,UTC-07:00,92,54,104,33.30,95.36,5.7,1697,131,65,2023-09-29 21:34:17,2023-09-30 08:14:59,100,15.4,588,633,354,128,106,45,452,0,93,72
2023-09-28 22:02:04,2023-09-29 21:34:17,UTC-07:00,31,67,47,33.58,94.70,6.0,1852,134,72,2023-09-28 22:02:04,2023-09-29 06:35:53,100,16.4,456,513,282,66,108,57,458,4,88,85
2023-09-27 22:36:36,2023-09-28 22:02:04,UTC-07:00,98,51,96,33.50,96.60,7.4,1915,154,66,2023-09-27 22:36:36,2023-09-28 06:31:58,99,15.4,445,473,245,67,133,28,451,0,96,76
2023-09-26 22:14:27,2023-09-27 22:36:36,UTC-07:00,98,53,88,33.77,96.83,5.5,1887,127,66,2023-09-26 22:14:27,2023-09-27 06:54:03,100,15.2,506,515,294,66,146,9,504,52,98,66
2023-09-25 23:02:58,2023-09-26 22:14:27,UTC-07:00,96,56,90,33.80,91.80,6.4,1851,139,67,2023-09-25 23:02:58,2023-09-26 06:20:51,84,15.2,424,437,308,77,39,13,505,53,96,53
2023-09-24 19:43:20,2023-09-25 23:02:58,UTC-07:00,61,62,47,34.10,96.27,6.6,2179,127,75,2023-09-24 19:43:20,2023-09-25 03:41:47,78,15.9,388,472,299,57,32,84,494,39,82,
2023-09-23 21:54:32,2023-09-24 19:43:20,UTC-07:00,90,51,71,34.10,93.89,8.3,1895,150,69,2023-09-23 21:54:32,2023-09-24 05:00:53,84,16.1,405,425,295,39,71,20,483,0,95,
2023-09-23 00:00:00,2023-09-23 21:54:32,UTC-07:00,,,,,,0.0,25,75,59,,,,,,,,,,,,,,
2023-09-04 20:50:44,2023-09-05 20:50:44,UTC-07:00,51,55,51,34.00,97.00,4.1,651,115,68,2023-09-04 20:50:44,2023-09-05 01:17:01,53,14.1,239,266,196,20,23,27,452,0,95,76
2023-09-03 21:13:17,2023-09-04 20:50:44,UTC-07:00,92,51,71,33.88,97.22,6.4,1868,144,63,2023-09-03 21:13:17,2023-09-04 07:05:27,100,14.3,529,592,346,106,77,63,454,0,89,81
2023-09-02 21:25:15,2023-09-03 21:13:17,UTC-07:00,64,62,47,34.10,97.27,8.0,1946,121,73,2023-09-02 21:25:15,2023-09-03 07:12:08,100,14.7,518,586,281,119,118,68,496,43,89,73
2023-09-01 22:34:19,2023-09-02 21:25:15,UTC-07:00,94,55,75,34.42,95.78,7.0,1822,123,70,2023-09-01 22:34:19,2023-09-02 06:45:04,85,14.0,442,487,235,92,115,45,518,58,92,
2023-08-31 22:31:20,2023-09-01 22:34:19,UTC-07:00,53,59,41,34.40,95.07,10.2,2117,131,73,2023-08-31 22:31:20,2023-09-01 04:52:29,74,14.1,359,376,246,76,37,17,488,0,95,
2023-08-31 00:00:00,2023-08-31 22:31:20,UTC-07:00,,,,,,7.1,625,135,82,,,,,,,,,,,,,,
2023-08-01 22:21:36,2023-08-02 22:21:36,UTC-07:00,63,52,74,33.20,96.75,1.6,754,102,77,2023-08-01 22:21:36,2023-08-02 07:00:14,100,14.0,484,516,292,102,90,32,454,0,95,70
2023-07-31 21:29:38,2023-08-01 22:21:36,UTC-07:00,87,51,95,34.00,94.93,7.8,2054,134,64,2023-07-31 21:29:38,2023-08-01 07:50:38,100,14.1,603,621,424,103,76,18,430,49,97,70
2023-07-30 21:20:38,2023-07-31 21:29:38,UTC-07:00,10,55,93,31.13,96.00,5.0,1851,130,65,2023-07-31 05:42:16,2023-07-31 06:56:17,14,15.4,69,74,69,0,0,5,497,49,93,
2023-07-29 21:17:19,2023-07-30 21:20:38,UTC-07:00,64,54,77,34.10,95.39,5.5,1842,131,63,2023-07-29 21:17:19,2023-07-30 09:10:37,100,14.4,676,713,457,122,97,37,450,0,94,76
2023-07-28 22:08:42,2023-07-29 21:17:19,UTC-07:00,58,54,72,34.00,94.79,5.0,1769,119,62,2023-07-28 22:08:42,2023-07-29 08:02:48,100,13.9,531,580,331,117,83,49,450,0,91,67
2023-07-27 21:43:40,2023-07-28 22:08:42,UTC-07:00,54,55,63,33.90,96.09,4.6,1827,119,62,2023-07-27 21:43:40,2023-07-28 10:00:31,100,14.0,586,736,421,116,49,150,452,0,79,66
2023-07-26 21:14:18,2023-07-27 21:43:40,UTC-07:00,96,52,102,33.81,96.22,6.1,1906,137,64,2023-07-26 21:14:18,2023-07-27 08:22:54,100,13.9,586,668,373,135,78,82,456,0,87,68
2023-07-25 20:26:11,2023-07-26 21:14:18,UTC-07:00,18,68,31,33.60,96.53,8.7,2074,132,74,2023-07-25 20:26:11,2023-07-26 07:28:32,100,15.1,558,662,335,124,99,104,451,0,84,
2023-07-24 21:37:17,2023-07-25 20:26:11,UTC-07:00,86,53,90,33.50,95.73,5.4,1751,124,63,2023-07-24 21:37:17,2023-07-25 12:31:18,100,14.2,666,894,423,80,163,228,450,0,74,
2023-07-23 21:15:37,2023-07-24 21:37:17,UTC-07:00,76,51,82,33.89,94.33,4.4,1833,112,62,2023-07-23 21:15:37,2023-07-24 07:41:26,100,13.5,589,615,429,83,77,26,448,0,96,
2023-07-23 00:00:00,2023-07-23 21:15:37,UTC-07:00,,,,,,0.0,41,84,65,,,,,,,,,,,,,,
2023-07-16 20:11:37,2023-07-17 20:11:37,UTC-07:00,97,52,114,34.40,95.85,4.0,1262,108,67,2023-07-16 20:11:37,2023-07-17 06:54:16,100,14.0,597,643,406,99,92,46,474,24,92,54
2023-07-16 00:14:48,2023-07-16 20:11:37,UTC-07:00,68,57,79,34.00,94.82,2.6,1508,109,60,2023-07-16 00:14:48,2023-07-16 07:18:15,89,14.2,403,412,248,102,53,9,453,0,97,61
2023-07-14 22:09:18,2023-07-16 00:14:48,UTC-07:00,40,62,57,33.10,96.30,6.8,2069,141,70,2023-07-14 22:09:18,2023-07-15 07:12:55,100,14.6,472,543,236,106,130,71,451,0,87,77
2023-07-13 22:33:46,2023-07-14 22:09:18,UTC-07:00,77,51,82,32.97,96.74,5.0,1814,122,62,2023-07-13 22:33:46,2023-07-14 09:38:31,100,13.7,543,664,300,155,88,121,450,0,81,71
2023-07-13 00:04:34,2023-07-13 22:33:46,UTC-07:00,82,49,86,33.39,96.32,4.7,1692,117,61,2023-07-13 00:04:34,2023-07-13 09:23:06,100,13.4,514,556,318,92,104,42,456,0,92,51
2023-07-11 21:52:46,2023-07-13 00:04:34,UTC-07:00,77,50,83,33.30,96.16,8.5,2199,163,64,2023-07-11 21:52:46,2023-07-12 08:54:09,100,13.5,588,661,388,92,108,73,488,38,89,60
2023-07-10 21:47:58,2023-07-11 21:52:46,UTC-07:00,44,57,54,34.20,96.07,4.3,1791,114,62,2023-07-10 21:47:58,2023-07-11 04:50:28,83,13.7,403,422,297,62,44,19,488,0,95,61
2023-07-09 20:13:24,2023-07-10 21:47:58,UTC-07:00,95,55,89,33.60,96.65,15.6,2561,183,68,2023-07-09 20:13:24,2023-07-10 09:14:28,100,14.6,592,781,339,107,146,189,451,0,76,61
2023-07-08 18:52:08,2023-07-09 20:13:24,UTC-07:00,58,61,50,33.60,95.63,5.2,1954,123,67,2023-07-08 18:52:08,2023-07-09 06:47:21,100,14.3,592,715,431,119,42,123,450,0,82,42
2023-07-07 23:43:50,2023-07-08 18:52:08,UTC-07:00,98,55,94,34.00,96.23,4.2,1440,118,61,2023-07-07 23:43:50,2023-07-08 10:05:20,100,13.6,545,615,400,98,47,70,454,0,89,
