Cycle start time,Cycle end time,Cycle timezone,Workout start time,Workout end time,Duration (min),Activity Strain,Energy burned (cal),Max HR (bpm),Average HR (bpm),HR Zone 1 %,HR Zone 2 %,HR Zone 3 %,HR Zone 4 %,HR Zone 5 %,GPS enabled
2025-07-04 21:27:35,2025-07-05 20:56:38,UTC-07:00,2025-07-05 15:11:17,2025-07-05 15:42:00,30,8.0,276.0,145,129,57,39,0,0,0,false
2025-07-04 21:27:35,2025-07-05 20:56:38,UTC-07:00,2025-07-05 15:04:36,2025-07-05 15:10:00,5,4.4,34.0,139,116,59,22,0,0,0,false
2025-07-03 21:31:01,2025-07-04 21:27:35,UTC-07:00,2025-07-04 11:54:54,2025-07-04 12:39:00,44,9.5,395.0,156,129,36,57,1,0,0,false
2025-07-02 21:38:29,2025-07-03 21:31:01,UTC-07:00,2025-07-03 19:01:06,2025-07-03 19:21:24,20,5.7,137.0,147,119,86,10,0,0,0,false
2025-07-02 21:38:29,2025-07-03 21:31:01,UTC-07:00,2025-07-03 18:39:32,2025-07-03 18:59:37,20,4.7,69.0,120,103,48,0,0,0,0,false
2025-07-01 21:36:56,2025-07-02 21:38:29,UTC-07:00,2025-07-02 19:11:47,2025-07-02 19:27:33,15,8.1,194.0,165,144,10,41,47,2,0,false
2025-07-01 21:36:56,2025-07-02 21:38:29,UTC-07:00,2025-07-02 18:47:05,2025-07-02 19:07:39,20,5.9,150.0,154,121,79,14,3,0,0,false
2025-06-30 20:09:53,2025-07-01 21:36:56,UTC-07:00,2025-07-01 16:36:00,2025-07-01 17:25:29,49,11.1,494.0,168,133,46,39,14,1,0,false
2025-06-30 20:09:53,2025-07-01 21:36:56,UTC-07:00,2025-07-01 16:06:16,2025-07-01 16:16:45,10,8.4,157.0,173,156,0,14,38,48,0,false
2025-06-30 20:09:53,2025-07-01 21:36:56,UTC-07:00,2025-07-01 15:46:56,2025-07-01 16:03:27,16,7.0,142.0,175,126,49,10,16,13,1,false
2025-06-29 16:16:49,2025-06-30 20:09:53,UTC-07:00,2025-06-30 18:19:07,2025-06-30 18:39:45,20,8.4,237.0,160,140,19,47,34,0,0,false
2025-06-29 16:16:49,2025-06-30 20:09:53,UTC-07:00,2025-06-30 17:59:07,2025-06-30 18:15:51,16,5.6,116.0,145,114,59,24,0,0,0,false
2024-12-09 00:00:00,2024-12-09 22:16:46,UTC-08:00,2024-12-09 16:36:00,2024-12-09 16:51:00,15,4.3,38.0,124,98,1,0,0,0,0,false
2024-08-12 21:23:10,2024-08-13 21:23:42,UTC-07:00,2024-08-13 14:17:39,2024-08-13 14:49:35,31,4.1,47.0,110,90,47,0,0,0,0,false
2024-08-10 00:00:00,2024-08-10 22:15:24,UTC-07:00,2024-08-10 16:31:05,2024-08-10 17:00:29,29,11.9,394.0,177,150,0,0,53,42,5,false
2024-08-10 00:00:00,2024-08-10 22:15:24,UTC-07:00,2024-08-10 16:13:26,2024-08-10 16:25:51,12,10.7,200.0,187,162,1,2,5,26,63,false
2023-10-18 20:41:10,2023-10-19 21:36:01,UTC-07:00,2023-10-19 19:02:23,2023-10-19 19:27:24,25,6.4,190.0,135,123,1,94,5,0,0,false
2023-10-18 20:41:10,2023-10-19 21:36:01,UTC-07:00,2023-10-19 11:57:22,2023-10-19 12:34:23,37,5.8,170.0,123,109,69,31,0,0,0,false
2023-10-17 21:54:40,2023-10-18 20:41:10,UTC-07:00,2023-10-18 12:17:25,2023-10-18 12:49:18,31,8.0,286.0,146,129,2,31,67,0,0,false
2023-09-25 23:02:58,2023-09-26 22:14:27,UTC-07:00,2023-09-26 13:14:27,2023-09-26 14:13:54,59,0.1,73.0,103,74,3,0,0,0,0,false
2023-07-09 20:13:24,2023-07-10 21:47:58,UTC-07:00,2023-07-10 18:03:00,2023-07-10 18:43:29,40,15.1,609.0,183,159,0,7,11,44,38,false
2023-05-03 20:56:01,2023-05-04 21:09:35,UTC-07:00,2023-05-04 15:07:57,2023-05-04 15:51:24,43,14.6,621.0,181,156,0,1,19,62,18,false
2023-05-02 21:08:00,2023-05-03 20:56:01,UTC-07:00,2023-05-03 14:57:35,2023-05-03 15:37:47,40,15.7,645.0,187,164,0,0,9,49,42,false
2023-05-01 21:36:47,2023-05-02 21:08:00,UTC-07:00,2023-05-02 14:54:35,2023-05-02 15:40:57,46,17.1,780.0,189,166,0,1,6,34,59,false
2023-05-01 00:00:00,2023-05-01 21:36:47,UTC-07:00,2023-05-01 18:13:33,2023-05-01 18:56:07,42,15.5,653.0,186,159,0,0,13,58,29,false
2023-02-15 00:00:00,2023-02-15 21:38:00,UTC-08:00,2023-02-15 14:51:09,2023-02-15 15:36:44,45,16.1,701.0,184,158,0,2,24,30,44,false
2022-08-25 21:02:22,2022-08-26 22:31:55,UTC-07:00,2022-08-26 15:55:08,2022-08-26 16:34:43,39,14.9,600.0,176,157,0,1,13,71,15,false
2022-08-22 20:54:16,2022-08-23 20:09:51,UTC-07:00,2022-08-23 14:34:28,2022-08-23 15:07:09,32,13.9,479.0,185,155,0,3,30,30,37,false
2022-08-01 21:38:31,2022-08-02 20:59:38,UTC-04:00,2022-08-02 05:47:34,2022-08-02 06:10:33,22,12.6,340.0,180,160,1,3,9,36,51,false
2022-04-01 21:56:55,2022-04-02 23:54:49,UTC-07:00,2022-04-02 21:38:21,2022-04-02 22:10:05,31,12.5,420.0,168,148,1,0,43,55,0,false
2022-03-31 23:04:24,2022-04-01 21:56:55,UTC-07:00,2022-04-01 18:08:57,2022-04-01 19:04:52,55,17.7,901.0,184,162,0,0,8,49,43,false
2022-03-04 20:50:48,2022-03-05 21:46:06,UTC-08:00,2022-03-05 09:08:51,2022-03-05 10:59:13,110,20.0,1688.0,179,158,0,0,20,73,7,false
2022-03-03 22:36:01,2022-03-04 20:50:48,UTC-08:00,2022-03-04 16:53:11,2022-03-04 16:54:56,1,4.3,16.0,170,124,25,18,18,35,4,false
2022-03-03 00:00:00,2022-03-03 22:36:01,UTC-08:00,2022-03-03 20:52:05,2022-03-03 21:47:07,55,13.7,661.0,168,141,0,2,72,26,0,false
2022-02-25 21:10:54,2022-02-26 23:36:35,UTC-08:00,2022-02-26 16:51:01,2022-02-26 18:44:43,113,19.6,1657.0,187,154,0,0,26,60,14,false
2022-02-22 21:12:59,2022-02-23 23:55:47,UTC-08:00,2022-02-23 20:19:27,2022-02-23 21:16:12,56,13.5,663.0,164,139,0,2,74,23,0,false
2022-02-19 22:43:03,2022-02-20 22:47:18,UTC-08:00,2022-02-20 20:45:32,2022-02-20 21:33:01,47,11.1,462.0,176,129,2,11,76,5,1,false
2022-02-19 00:14:17,2022-02-19 22:43:03,UTC-08:00,2022-02-19 15:17:56,2022-02-19 16:06:03,48,16.8,777.0,178,162,0,0,2,64,34,false
2022-02-19 00:14:17,2022-02-19 22:43:03,UTC-08:00,2022-02-19 15:05:57,2022-02-19 15:11:07,5,4.9,50.0,149,127,7,8,77,0,0,false
2022-02-17 22:10:22,2022-02-19 00:14:17,UTC-08:00,2022-02-18 20:50:52,2022-02-18 22:01:02,70,15.6,902.0,166,145,0,0,61,39,0,false
2022-02-16 21:08:28,2022-02-17 22:10:22,UTC-08:00,2022-02-17 19:59:51,2022-02-17 20:33:28,33,8.9,318.0,141,128,5,35,59,0,0,false
2022-02-15 21:46:35,2022-02-16 21:08:28,UTC-08:00,2022-02-16 17:50:24,2022-02-16 18:44:20,53,15.1,729.0,173,149,0,0,55,41,4,false
2022-02-13 22:36:47,2022-02-14 22:57:09,UTC-08:00,2022-02-14 20:36:24,2022-02-14 21:42:09,65,15.8,880.0,161,148,0,0,39,61,0,false
2022-02-12 23:13:35,2022-02-13 22:36:47,UTC-08:00,2022-02-13 20:25:07,2022-02-13 21:11:01,45,13.3,575.0,159,143,0,3,73,24,0,false
2022-02-11 22:13:05,2022-02-12 23:13:35,UTC-08:00,2022-02-12 21:08:00,2022-02-12 22:19:02,71,14.8,870.0,155,142,0,0,98,2,0,false
2022-02-10 22:33:21,2022-02-11 22:13:05,UTC-08:00,2022-02-11 14:40:08,2022-02-11 15:39:21,59,16.3,850.0,171,153,0,1,26,72,1,false
2022-02-09 22:49:27,2022-02-10 22:33:21,UTC-08:00,2022-02-10 17:22:09,2022-02-10 18:13:39,51,16.8,806.0,178,159,0,1,9,60,30,false
2022-02-08 22:10:41,2022-02-09 22:49:27,UTC-08:00,2022-02-09 20:34:06,2022-02-09 20:36:21,2,,3.0,76,60,0,0,0,0,0,false
2022-02-08 22:10:41,2022-02-09 22:49:27,UTC-08:00,2022-02-09 09:31:00,2022-02-09 10:13:00,42,4.2,68.0,116,72,19,1,0,0,0,false
2022-02-06 21:43:27,2022-02-07 21:46:56,UTC-08:00,2022-02-07 06:31:12,2022-02-07 07:16:16,45,14.1,603.0,174,148,0,3,35,58,4,false
2022-02-04 23:46:47,2022-02-05 21:00:55,UTC-08:00,2022-02-05 10:43:00,2022-02-05 10:55:00,12,4.0,20.0,114,74,22,1,0,0,0,false
2022-02-03 23:32:03,2022-02-04 23:46:47,UTC-08:00,2022-02-04 21:14:49,2022-02-04 21:52:57,38,13.0,480.0,176,144,3,2,35,58,0,false
2022-02-02 22:15:45,2022-02-03 23:32:03,UTC-08:00,2022-02-03 21:16:17,2022-02-03 21:51:54,35,12.4,450.0,165,144,0,2,63,35,0,false
2022-02-01 21:57:36,2022-02-02 22:15:45,UTC-08:00,2022-02-02 16:10:00,2022-02-02 17:07:03,57,15.7,790.0,174,150,0,4,35,57,4,false
2022-01-30 20:33:35,2022-02-01 00:10:54,UTC-08:00,2022-01-31 21:08:25,2022-01-31 22:22:54,74,14.8,893.0,176,140,0,1,96,3,0,false
2022-01-28 23:52:43,2022-01-30 00:23:59,UTC-08:00,2022-01-29 21:14:10,2022-01-29 22:27:31,73,16.5,991.0,170,149,0,1,34,65,0,false
2022-01-27 21:45:55,2022-01-28 23:52:43,UTC-08:00,2022-01-28 20:50:52,2022-01-28 21:22:30,31,11.9,397.0,165,144,1,5,53,41,0,false
2022-01-26 23:41:41,2022-01-27 21:45:55,UTC-08:00,2022-01-27 14:52:10,2022-01-27 15:24:37,32,14.5,506.0,175,159,1,0,5,69,25,false
2022-01-25 22:24:57,2022-01-26 23:41:41,UTC-08:00,2022-01-26 20:54:06,2022-01-26 21:57:45,63,14.8,800.0,166,144,0,3,61,36,0,false
2022-01-23 22:50:02,2022-01-24 23:31:30,UTC-08:00,2022-01-24 21:01:12,2022-01-24 22:16:56,75,14.6,878.0,173,140,0,1,84,13,2,false
2022-01-21 22:49:21,2022-01-22 23:13:49,UTC-08:00,2022-01-22 20:29:13,2022-01-22 21:06:00,36,12.2,454.0,168,144,1,1,73,25,0,false
2022-01-19 23:39:17,2022-01-20 23:18:05,UTC-08:00,2022-01-20 21:01:11,2022-01-20 22:16:06,74,15.4,936.0,156,145,0,1,62,37,0,false
2022-01-18 22:55:03,2022-01-19 23:39:17,UTC-08:00,2022-01-19 20:30:06,2022-01-19 21:46:29,76,15.3,939.0,155,144,0,1,76,23,0,false
2022-01-15 23:53:32,2022-01-16 22:23:40,UTC-08:00,2022-01-16 20:13:56,2022-01-16 20:49:58,36,13.1,484.0,174,148,0,1,31,67,1,false
2022-01-14 21:46:02,2022-01-15 23:53:32,UTC-08:00,2022-01-15 20:26:06,2022-01-15 21:23:49,57,15.3,788.0,167,149,0,0,33,67,0,false
2022-01-13 22:58:49,2022-01-14 21:46:02,UTC-08:00,2022-01-14 20:38:48,2022-01-14 21:12:18,33,8.8,308.0,169,143,2,5,66,27,0,false
2022-01-12 22:26:02,2022-01-13 22:58:49,UTC-08:00,2022-01-13 20:45:09,2022-01-13 21:44:23,59,12.3,590.0,167,146,1,4,39,56,0,false
2022-01-12 00:03:39,2022-01-12 22:26:02,UTC-08:00,2022-01-12 20:49:54,2022-01-12 21:25:47,35,11.6,429.0,156,141,1,3,76,20,0,false
2022-01-09 22:26:32,2022-01-10 21:22:52,UTC-08:00,2022-01-10 19:43:07,2022-01-10 20:42:50,59,15.8,823.0,176,150,0,2,37,56,5,false
2022-01-06 21:56:07,2022-01-07 23:05:41,UTC-08:00,2022-01-07 21:09:28,2022-01-07 21:39:27,29,10.4,350.0,152,139,0,4,90,6,0,false
2022-01-05 18:50:18,2022-01-06 21:56:07,UTC-08:00,2022-01-06 19:59:06,2022-01-06 20:47:56,48,13.7,547.0,171,133,2,2,26,49,4,false
2022-01-02 21:40:38,2022-01-03 22:32:41,UTC-08:00,2022-01-03 09:21:07,2022-01-03 10:13:35,52,16.1,772.0,175,156,0,2,13,71,14,false
2021-12-31 23:23:01,2022-01-02 00:09:40,UTC-08:00,2022-01-01 09:53:32,2022-01-01 10:46:03,52,15.8,762.0,174,154,0,0,27,65,8,false
2021-12-30 21:55:33,2021-12-31 23:23:01,UTC-08:00,2021-12-31 18:38:05,2021-12-31 19:36:43,58,15.0,738.0,171,145,4,3,40,50,1,false
2021-12-29 22:19:49,2021-12-30 21:55:33,UTC-08:00,2021-12-30 13:48:00,2021-12-30 15:01:00,73,6.0,184.0,111,92,64,0,0,0,0,false
2021-12-28 23:32:40,2021-12-29 22:19:49,UTC-08:00,2021-12-29 18:37:03,2021-12-29 19:32:18,55,15.7,776.0,172,152,1,3,18,75,3,false
2021-12-28 23:32:40,2021-12-29 22:19:49,UTC-08:00,2021-12-29 15:14:00,2021-12-29 16:05:00,51,4.1,68.0,104,81,9,0,0,0,0,false
2021-12-26 22:04:49,2021-12-27 22:02:56,UTC-08:00,2021-12-27 18:57:46,2021-12-27 19:28:06,30,12.5,407.0,171,149,1,1,44,51,3,false
2021-12-25 22:12:36,2021-12-26 22:04:49,UTC-08:00,2021-12-26 19:58:56,2021-12-26 21:17:16,78,14.3,884.0,156,139,0,0,100,0,0,false
2021-12-23 21:50:02,2021-12-25 00:05:12,UTC-08:00,2021-12-24 16:10:52,2021-12-24 16:36:11,25,13.5,395.0,180,161,0,1,15,47,37,false
2021-12-22 22:52:29,2021-12-23 21:50:02,UTC-08:00,2021-12-23 19:18:30,2021-12-23 20:03:10,44,13.6,569.0,172,148,0,3,49,43,5,false
2021-12-21 21:43:44,2021-12-22 22:52:29,UTC-08:00,2021-12-22 21:15:06,2021-12-22 22:00:25,45,13.9,602.0,170,150,0,1,40,59,0,false
2021-12-19 21:36:38,2021-12-20 22:33:39,UTC-08:00,2021-12-20 17:58:23,2021-12-20 18:56:18,57,15.4,786.0,175,149,0,2,43,49,6,false
2021-12-18 21:24:55,2021-12-19 21:36:38,UTC-08:00,2021-12-19 18:16:06,2021-12-19 18:53:28,37,13.6,519.0,171,151,0,1,25,72,2,false
2021-12-17 21:52:04,2021-12-18 21:24:55,UTC-08:00,2021-12-18 18:01:28,2021-12-18 19:13:38,72,17.9,1097.0,179,159,0,0,6,78,16,false
2021-12-16 22:28:51,2021-12-17 21:52:04,UTC-08:00,2021-12-17 19:08:15,2021-12-17 19:48:53,40,14.3,569.0,181,155,0,1,26,56,17,false
2021-12-15 23:17:58,2021-12-16 22:28:51,UTC-08:00,2021-12-16 20:47:18,2021-12-16 21:22:57,35,13.9,513.0,177,155,0,0,20,63,17,false
2021-10-26 23:50:15,2021-10-27 23:42:07,UTC-07:00,2021-10-27 21:53:40,2021-10-27 22:48:17,54,13.4,647.0,176,143,0,0,83,16,1,false
2021-10-25 22:01:44,2021-10-26 23:50:15,UTC-07:00,2021-10-26 21:26:31,2021-10-26 22:35:28,68,15.1,869.0,167,146,0,0,61,39,0,false
2021-10-24 00:58:27,2021-10-24 22:50:11,UTC-07:00,2021-10-24 20:55:54,2021-10-24 21:40:03,44,12.2,508.0,164,140,0,1,80,19,0,false
2021-10-22 21:20:21,2021-10-24 00:58:27,UTC-07:00,2021-10-23 21:46:30,2021-10-23 22:57:58,71,15.6,910.0,172,146,0,0,62,36,2,false
2021-10-21 23:25:38,2021-10-22 21:20:21,UTC-07:00,2021-10-22 17:45:33,2021-10-22 18:55:24,69,16.2,938.0,172,148,0,0,52,45,3,false
2021-10-20 23:40:58,2021-10-21 23:25:38,UTC-07:00,2021-10-21 21:32:43,2021-10-21 22:38:40,65,14.6,815.0,160,143,0,0,79,21,0,false
2021-10-19 22:42:22,2021-10-20 23:40:58,UTC-07:00,2021-10-20 21:05:47,2021-10-20 22:11:29,65,13.3,720.0,150,136,0,1,99,0,0,false
2021-10-18 21:33:55,2021-10-19 22:42:22,UTC-07:00,2021-10-19 14:09:36,2021-10-19 14:41:41,32,14.6,507.0,181,160,0,0,4,64,32,false
2021-10-17 00:00:21,2021-10-17 22:13:46,UTC-07:00,2021-10-17 17:40:32,2021-10-17 18:47:29,66,16.7,952.0,181,153,0,0,27,64,9,false
2021-10-15 21:29:21,2021-10-17 00:00:21,UTC-07:00,2021-10-16 14:52:20,2021-10-16 15:59:56,67,17.1,958.0,183,152,1,3,18,64,13,false
2021-10-14 21:54:18,2021-10-15 21:29:21,UTC-07:00,2021-10-15 17:49:45,2021-10-15 18:32:38,42,13.8,568.0,181,147,0,1,54,38,7,false
2021-10-13 21:37:40,2021-10-14 21:54:18,UTC-07:00,2021-10-14 17:41:46,2021-10-14 18:54:09,72,15.3,906.0,168,144,0,0,77,23,0,false
2021-10-12 21:24:50,2021-10-13 21:37:40,UTC-07:00,2021-10-13 17:33:56,2021-10-13 18:44:35,70,14.9,872.0,156,143,0,0,93,7,0,false
2021-10-10 23:49:11,2021-10-11 22:24:32,UTC-07:00,2021-10-11 13:40:02,2021-10-11 15:41:39,121,19.3,1685.0,178,150,0,2,41,53,4,false
2021-10-10 01:08:05,2021-10-10 23:49:11,UTC-07:00,2021-10-10 21:44:38,2021-10-10 22:47:38,62,14.5,770.0,165,142,0,1,68,31,0,false
2021-10-09 00:23:46,2021-10-10 01:08:05,UTC-07:00,2021-10-09 21:54:08,2021-10-09 22:48:36,54,14.8,723.0,166,147,0,0,40,60,0,false
2021-10-07 22:16:52,2021-10-09 00:23:46,UTC-07:00,2021-10-08 21:51:30,2021-10-08 22:51:42,60,13.9,709.0,164,139,0,7,67,26,0,false
2021-10-06 21:41:04,2021-10-07 22:16:52,UTC-07:00,2021-10-07 17:47:12,2021-10-07 18:44:39,57,14.8,747.0,178,146,0,1,64,33,2,false
2021-10-05 21:10:27,2021-10-06 21:41:04,UTC-07:00,2021-10-06 18:17:23,2021-10-06 19:40:07,82,17.1,1116.0,175,148,0,2,53,44,1,false
2021-10-03 20:26:27,2021-10-04 21:50:44,UTC-07:00,2021-10-04 18:37:50,2021-10-04 19:08:27,30,13.1,407.0,172,147,2,15,5,64,9,false
2021-10-02 21:54:18,2021-10-03 20:26:27,UTC-07:00,2021-10-03 16:40:30,2021-10-03 18:13:35,93,15.6,1037.0,161,136,0,5,63,26,0,false
2021-10-01 21:47:21,2021-10-02 21:54:18,UTC-07:00,2021-10-02 15:53:07,2021-10-02 16:47:10,54,15.8,781.0,167,154,0,1,17,82,0,false
2021-09-30 22:07:38,2021-10-01 21:47:21,UTC-07:00,2021-10-01 16:40:09,2021-10-01 17:34:21,54,17.0,841.0,182,159,0,0,11,55,34,false
2021-09-29 22:41:22,2021-09-30 22:07:38,UTC-07:00,2021-09-30 17:45:28,2021-09-30 18:18:42,33,12.9,450.0,172,148,0,2,29,68,1,false
2021-09-28 21:43:38,2021-09-29 22:41:22,UTC-07:00,2021-09-29 16:37:37,2021-09-29 17:37:13,59,16.5,860.0,178,153,0,5,17,69,9,false
2021-09-26 22:30:53,2021-09-27 21:55:47,UTC-07:00,2021-09-27 17:54:19,2021-09-27 18:31:01,36,14.0,528.0,179,153,0,0,25,67,8,false
2021-09-25 20:57:01,2021-09-26 22:30:53,UTC-07:00,2021-09-26 14:53:44,2021-09-26 15:57:17,63,14.7,779.0,167,141,0,8,66,26,0,false
2021-09-24 22:18:32,2021-09-25 20:57:01,UTC-07:00,2021-09-25 14:54:42,2021-09-25 15:50:21,55,16.6,837.0,173,156,0,1,8,87,4,false
2021-09-23 22:16:10,2021-09-24 22:18:32,UTC-07:00,2021-09-24 20:09:10,2021-09-24 20:54:40,45,13.3,565.0,168,143,0,3,69,28,0,false
2021-09-22 22:08:15,2021-09-23 22:16:10,UTC-07:00,2021-09-23 17:53:20,2021-09-23 18:50:37,57,13.5,661.0,161,140,0,8,70,22,0,false
2021-09-21 20:48:12,2021-09-22 22:08:15,UTC-07:00,2021-09-22 17:06:31,2021-09-22 18:08:37,62,15.9,847.0,173,150,0,2,31,64,3,false
2021-09-19 21:35:30,2021-09-20 22:13:22,UTC-07:00,2021-09-20 16:45:48,2021-09-20 17:26:57,41,14.6,590.0,178,153,1,3,12,82,2,false
2021-09-18 21:26:10,2021-09-19 21:35:30,UTC-07:00,2021-09-19 11:30:06,2021-09-19 12:15:45,45,14.6,643.0,181,151,0,0,26,72,2,false
2021-09-15 20:45:53,2021-09-16 22:53:05,UTC-07:00,2021-09-16 20:46:23,2021-09-16 21:43:21,56,13.8,683.0,157,141,0,9,78,13,0,false
2021-09-15 00:13:18,2021-09-15 20:45:53,UTC-07:00,2021-09-15 18:09:40,2021-09-15 19:12:38,62,15.2,816.0,162,146,1,2,46,51,0,false
2021-09-12 21:44:52,2021-09-13 22:12:30,UTC-07:00,2021-09-13 15:54:03,2021-09-13 16:46:26,52,15.2,709.0,169,149,3,7,13,77,0,false
2021-09-11 21:31:58,2021-09-12 21:44:52,UTC-07:00,2021-09-12 19:48:11,2021-09-12 20:40:52,52,14.6,685.0,168,146,1,1,21,74,0,false
2021-09-10 22:22:32,2021-09-11 21:31:58,UTC-07:00,2021-09-11 17:41:13,2021-09-11 18:41:55,60,16.2,863.0,174,153,0,0,18,77,5,false
2021-09-09 22:19:39,2021-09-10 22:22:32,UTC-07:00,2021-09-10 19:04:53,2021-09-10 19:51:02,46,13.8,603.0,172,147,0,1,38,61,0,false
2021-09-08 22:10:12,2021-09-09 22:19:39,UTC-07:00,2021-09-09 19:35:04,2021-09-09 20:20:10,45,14.0,608.0,166,148,0,1,40,59,0,false
2021-09-07 21:29:03,2021-09-08 22:10:12,UTC-07:00,2021-09-08 18:04:15,2021-09-08 19:00:53,56,15.7,790.0,171,151,0,2,31,65,2,false
2021-09-06 22:16:05,2021-09-07 21:29:03,UTC-07:00,2021-09-07 17:48:33,2021-09-07 18:21:31,32,13.2,458.0,174,151,0,6,10,83,1,false
2021-09-05 22:10:45,2021-09-06 22:16:05,UTC-07:00,2021-09-06 17:35:15,2021-09-06 18:50:23,75,16.2,997.0,167,148,0,0,43,57,0,false
2021-09-04 22:50:08,2021-09-05 22:10:45,UTC-07:00,2021-09-05 17:45:47,2021-09-05 18:12:07,26,14.1,429.0,181,163,0,0,3,39,58,false
2021-09-03 21:38:30,2021-09-04 22:50:08,UTC-07:00,2021-09-04 15:35:26,2021-09-04 16:44:04,68,18.1,1067.0,186,159,0,1,12,60,27,false
2021-09-02 22:00:46,2021-09-03 21:38:30,UTC-07:00,2021-09-03 17:14:19,2021-09-03 18:00:01,45,16.2,723.0,179,160,0,0,3,83,14,false
2021-09-02 00:46:19,2021-09-02 22:00:46,UTC-07:00,2021-09-02 20:42:21,2021-09-02 21:27:19,44,12.4,496.0,163,135,2,6,65,23,0,false
2021-08-31 21:28:23,2021-09-02 00:46:19,UTC-07:00,2021-09-01 21:53:17,2021-09-01 22:39:32,46,15.2,675.0,173,154,0,1,21,75,3,false
2021-08-29 00:22:27,2021-08-29 22:20:23,UTC-07:00,2021-08-29 16:10:38,2021-08-29 17:02:04,51,16.9,811.0,183,160,0,0,6,71,23,false
2021-08-27 21:14:00,2021-08-29 00:22:27,UTC-07:00,2021-08-28 21:29:31,2021-08-28 22:19:49,50,15.7,734.0,172,154,0,3,20,71,6,false
2021-08-26 23:06:46,2021-08-27 21:14:00,UTC-07:00,2021-08-27 16:12:07,2021-08-27 17:10:41,58,15.7,818.0,173,151,0,0,19,81,0,false
2021-08-25 22:11:24,2021-08-26 23:06:46,UTC-07:00,2021-08-26 12:47:30,2021-08-26 13:30:52,43,13.0,450.0,175,128,3,10,17,49,1,false
2021-08-24 21:52:32,2021-08-25 22:11:24,UTC-07:00,2021-08-25 16:13:14,2021-08-25 16:50:12,36,14.2,544.0,172,154,0,1,7,92,0,false
2021-08-21 22:59:34,2021-08-22 21:45:21,UTC-07:00,2021-08-22 07:40:37,2021-08-22 09:40:49,120,20.3,1842.0,186,158,0,0,7,78,15,false
2021-08-18 23:31:28,2021-08-19 22:16:46,UTC-07:00,2021-08-19 18:03:55,2021-08-19 18:42:09,38,15.0,585.0,177,159,0,0,5,81,14,false
2021-08-17 21:17:10,2021-08-18 23:31:28,UTC-07:00,2021-08-18 16:10:28,2021-08-18 16:56:13,45,15.8,698.0,178,158,0,0,7,81,12,false
2021-08-14 21:39:47,2021-08-15 22:55:56,UTC-07:00,2021-08-15 14:56:31,2021-08-15 16:27:57,91,18.5,1336.0,188,154,0,0,12,85,3,false
2021-08-13 21:22:40,2021-08-14 21:39:47,UTC-07:00,2021-08-14 14:54:15,2021-08-14 15:56:58,62,17.3,954.0,182,157,0,0,11,83,6,false
2021-08-11 21:49:29,2021-08-12 23:30:28,UTC-07:00,2021-08-12 22:07:07,2021-08-12 22:38:06,30,11.0,354.0,165,139,2,27,34,37,0,false
2021-08-06 21:49:29,2021-08-07 22:07:11,UTC-07:00,2021-08-07 14:43:48,2021-08-07 15:44:22,60,16.1,859.0,174,153,0,0,26,72,2,false
2021-08-05 23:49:24,2021-08-06 21:49:29,UTC-07:00,2021-08-06 17:12:00,2021-08-06 17:47:14,35,14.5,531.0,185,157,0,4,8,75,13,false
2021-08-05 00:11:52,2021-08-05 23:49:24,UTC-07:00,2021-08-05 18:15:27,2021-08-05 18:47:16,31,13.7,461.0,182,154,0,4,17,57,22,false
2021-08-03 22:20:17,2021-08-05 00:11:52,UTC-07:00,2021-08-04 21:02:16,2021-08-04 21:35:27,33,14.5,517.0,182,160,0,0,2,75,23,false
2021-08-02 22:43:10,2021-08-03 22:20:17,UTC-07:00,2021-08-03 15:24:09,2021-08-03 16:22:22,58,17.3,906.0,182,160,0,0,10,64,26,false
2021-07-31 23:11:49,2021-08-01 23:49:13,UTC-07:00,2021-08-01 21:41:24,2021-08-01 22:26:12,44,10.7,442.0,142,131,5,7,87,0,0,false
2021-07-30 23:20:32,2021-07-31 23:11:49,UTC-07:00,2021-07-31 18:18:46,2021-07-31 18:55:51,37,15.1,578.0,180,159,0,1,6,73,20,false
2021-07-29 23:42:37,2021-07-30 23:20:32,UTC-07:00,2021-07-30 10:21:34,2021-07-30 10:52:04,30,12.7,406.0,182,148,1,7,33,47,12,false
2021-07-28 22:06:35,2021-07-29 23:42:37,UTC-07:00,2021-07-29 20:19:55,2021-07-29 21:00:38,40,15.3,624.0,178,158,0,1,5,84,10,false
2021-07-27 00:14:44,2021-07-28 00:12:25,UTC-07:00,2021-07-27 21:54:06,2021-07-27 22:59:10,65,13.1,693.0,160,135,1,3,94,2,0,false
2021-07-27 00:14:44,2021-07-28 00:12:25,UTC-07:00,2021-07-27 09:26:00,2021-07-27 10:00:00,34,5.0,98.0,148,90,14,10,9,0,0,false
2021-07-25 21:37:27,2021-07-27 00:14:44,UTC-07:00,2021-07-26 22:00:33,2021-07-26 22:31:24,30,12.6,415.0,179,149,0,2,39,55,4,false
2021-07-24 23:24:58,2021-07-25 21:37:27,UTC-07:00,2021-07-25 13:39:00,2021-07-25 14:19:00,40,4.6,86.0,140,89,16,11,1,0,0,false
2021-07-23 22:04:40,2021-07-24 23:24:58,UTC-07:00,2021-07-24 15:16:29,2021-07-24 15:54:28,37,15.2,596.0,178,160,0,0,4,78,18,false
2021-07-22 23:31:17,2021-07-23 22:04:40,UTC-07:00,2021-07-23 17:59:42,2021-07-23 18:42:34,42,13.8,549.0,181,146,0,20,26,42,12,false
